,Biomass,Energy storage,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and pondage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,AT,BE,CH,CZ,DK,FR,LU,NL,NO,PL,SE
2026-01-04 16:00:00,4427,0,9187,639,13170,4231,396,0,0,23,419,795,61,0,0,319,74,294,640,2797,17465,0,320,0,0,0,3238,0,2677,551,0,0
2026-01-04 16:30:00,4474,0,9254,639,13419,4747,396,0,0,23,1410,785,77,0,0,319,74,9,641,2675,17499,0,0,0,0,0,3116,0,2833,382,0,0
2026-01-04 17:00:00,4520,0,9314,639,13535,5024,396,0,0,23,1437,783,67,0,0,319,74,0,639,2524,17563,0,553,0,0,0,2637,0,1300,276,0,0
2026-01-04 17:30:00,4547,0,9322,653,13575,5106,396,0,0,23,3836,780,67,0,0,319,74,0,634,3003,17532,0,346,0,0,0,2057,0,838,232,0,0
2026-01-04 18:00:00,4528,0,9305,643,13603,5133,396,0,0,23,4203,763,137,0,0,319,74,0,642,3038,17312,0,391,0,0,0,1726,0,1174,0,0,0
2026-01-04 18:30:00,4516,0,9350,628,13584,5141,396,0,0,23,3545,763,114,0,0,319,74,0,645,3242,17396,0,178,0,0,0,1359,0,1179,79,0,0
2026-01-04 19:00:00,4488,0,9359,631,13573,5149,396,0,0,23,3587,758,67,0,0,319,74,0,637,2840,17351,0,99,0,0,0,935,0,1502,557,0,0
2026-01-04 19:30:00,4466,0,9453,622,13600,5139,396,0,0,23,2834,766,93,0,0,319,74,0,643,2887,17312,0,37,0,0,0,836,0,1531,607,0,0
2026-01-04 20:00:00,4392,0,9471,605,13649,5143,396,0,0,23,1871,773,70,0,0,318,74,0,652,2723,16994,0,63,0,0,0,969,0,1819,567,0,0
2026-01-04 20:30:00,4364,0,9494,627,13661,5143,396,0,0,23,783,776,43,0,0,318,74,0,652,2343,16911,0,24,0,0,0,884,0,1794,576,0,0
2026-01-04 21:00:00,4294,0,9508,661,13634,5119,396,0,0,23,1409,784,64,0,0,318,74,0,656,2239,16929,0,0,0,0,0,1088,0,2150,716,0,0
2026-01-04 21:30:00,4266,0,9663,664,13615,5114,396,0,0,23,598,785,47,0,0,318,74,0,660,2324,16773,0,0,0,0,0,1296,0,2536,565,0,0
2026-01-04 22:00:00,4201,0,9592,655,13555,4909,396,0,0,23,624,775,99,0,0,317,74,0,658,2372,15886,0,0,0,0,0,1410,0,3159,620,0,10
2026-01-04 22:30:00,4190,0,9383,660,13486,4737,396,0,0,23,502,770,97,0,0,317,74,0,658,2230,15272,0,0,0,0,34,1142,0,3028,702,0,92
2026-01-04 23:00:00,4148,0,8969,665,13344,4632,396,0,0,23,563,767,104,0,0,309,74,0,658,2844,14800,0,0,0,0,604,1095,0,2864,767,0,10
2026-01-04 23:30:00,4135,0,8716,641,13227,4582,396,0,0,23,84,774,14,0,0,308,76,0,659,2242,14705,0,0,0,0,728,970,0,3026,821,0,8
2026-01-05 00:00:00,4100,0,8555,604,13343,4155,406,0,0,23,428,785,16,0,0,309,74,0,683,1791,14468,0,151,0,0,107,1248,0,2867,1054,0,53
2026-01-05 00:30:00,4094,0,8480,647,13306,3871,406,0,0,23,79,782,14,0,0,309,74,0,652,2205,14223,0,323,0,0,336,1443,0,2181,854,0,66
2026-01-05 01:00:00,4073,0,8368,653,13219,3812,407,0,0,23,17,770,6,0,0,309,77,0,650,1887,14263,0,244,0,0,234,1369,0,2438,793,0,204
2026-01-05 01:30:00,4069,0,8360,659,13183,3869,406,0,0,23,17,781,10,0,0,309,77,0,656,1687,14190,0,97,0,0,467,1277,0,2423,680,0,217
2026-01-05 02:00:00,4064,0,8432,658,13159,3747,406,0,0,23,118,797,14,0,0,309,77,0,647,2105,13815,0,24,0,0,501,1331,0,2500,847,0,217
2026-01-05 02:30:00,4063,0,8448,669,13098,3730,406,0,0,23,95,790,5,0,0,309,77,0,648,1768,13877,0,127,0,0,688,1323,0,2646,681,0,217
2026-01-05 03:00:00,4049,0,8512,675,13136,3819,406,0,0,23,19,782,4,0,0,309,77,0,641,1852,13988,0,3,0,0,501,1404,0,2753,316,0,217
2026-01-05 03:30:00,4053,0,8425,668,13235,3980,406,0,0,23,18,776,5,0,0,310,77,0,637,1993,13677,0,93,0,0,654,1438,0,3074,310,0,209
2026-01-05 04:00:00,4063,0,8332,657,13376,4263,406,0,0,23,31,774,21,0,0,317,77,0,632,1970,13279,0,30,0,0,1367,1350,0,3185,472,0,15
2026-01-05 04:30:00,4076,0,8556,669,13327,4603,406,0,0,23,17,785,29,0,0,318,77,0,641,2076,13137,0,197,0,0,1678,1529,0,2876,469,0,0
2026-01-05 05:00:00,4097,0,8890,662,13450,5042,406,0,0,23,22,774,31,0,0,320,77,0,641,2630,13150,0,164,0,0,1693,1338,0,2537,568,0,0
2026-01-05 05:30:00,4104,0,9286,659,13466,5724,406,0,0,23,18,767,35,0,0,320,77,0,639,1892,13012,0,454,0,0,1476,1776,0,3173,751,0,0
2026-01-05 06:00:00,4159,0,10149,651,14154,6326,409,0,0,23,66,756,34,0,0,320,77,0,639,1764,12869,0,555,0,0,2080,1875,0,2650,947,0,0
2026-01-05 06:30:00,4182,0,10901,654,14436,6732,407,0,0,23,355,765,44,0,0,320,77,0,637,1524,12693,0,526,0,0,1847,1731,0,2435,773,0,0
2026-01-05 07:00:00,4270,0,11180,648,14810,6902,406,0,0,23,628,766,83,0,0,320,77,0,639,1596,12527,0,581,216,0,1721,1609,0,1608,392,0,0
2026-01-05 07:30:00,4313,0,11413,657,15174,6992,406,0,0,23,1332,770,176,0,0,320,77,0,642,1650,12728,0,635,876,0,423,1521,0,1420,612,0,0
2026-01-05 08:00:00,4368,0,11397,643,15431,7020,406,0,0,23,2697,761,133,0,0,320,77,29,637,1540,12785,409,811,1664,0,0,1487,0,188,427,0,0
2026-01-05 08:30:00,4393,0,11488,653,15517,7086,406,0,0,23,3423,769,321,0,0,321,77,501,630,2600,12788,299,429,1587,0,0,1427,0,0,618,0,0
2026-01-05 09:00:00,4395,0,11543,662,15687,7250,406,0,0,23,4025,794,539,0,0,321,77,1629,636,2692,12020,182,55,1576,0,0,1136,0,0,532,0,0
2026-01-05 09:30:00,4409,0,11549,714,15886,7265,406,0,0,23,4084,795,632,0,0,321,74,2981,637,2315,11270,57,246,1477,0,0,1280,0,113,383,0,0
2026-01-05 10:00:00,4388,0,11509,810,15997,7171,406,0,0,23,3982,806,651,0,0,321,74,4499,635,1866,10837,0,766,1585,0,0,1298,0,0,102,0,0
2026-01-05 10:30:00,4389,0,11518,858,16097,7197,406,0,0,23,3542,800,684,0,0,321,74,6052,636,2061,10358,0,986,1610,0,0,1347,0,0,0,0,0
2026-01-05 11:00:00,4349,0,11618,854,16208,7234,406,0,0,23,2375,794,523,0,0,321,74,7449,641,2284,10066,0,927,2052,0,0,2008,0,40,0,0,0
2026-01-05 11:30:00,4345,0,11659,836,16296,7149,406,0,0,23,1825,805,456,0,0,321,74,8523,622,2583,9567,0,703,2088,0,0,2157,0,461,0,0,0
2026-01-05 12:00:00,4280,0,11439,815,16332,7248,406,0,0,23,1548,816,385,0,0,320,74,9230,634,2439,9021,0,870,1952,0,0,2196,0,820,0,0,0
2026-01-05 12:30:00,4280,0,11256,821,16348,7299,406,0,0,23,1666,823,568,0,0,319,74,9347,647,2277,8626,0,740,1715,0,0,2363,0,1392,0,0,0
2026-01-05 13:00:00,4266,0,11222,809,16390,7304,406,0,0,23,1813,831,557,0,0,320,74,8964,643,2517,8220,0,580,1457,0,0,2911,0,1695,0,0,0
2026-01-05 13:30:00,4270,0,11239,820,16451,7308,406,0,0,23,1621,853,550,0,0,320,74,8198,640,2127,7693,0,748,1567,0,0,3035,0,2061,0,0,0
2026-01-05 14:00:00,4276,0,11208,786,16503,7321,406,0,0,23,2131,886,564,0,0,320,74,7025,641,1986,7533,0,666,2027,0,0,2675,0,2216,0,0,0
2026-01-05 14:30:00,4280,0,11144,806,16610,7318,406,0,0,23,2594,916,403,0,0,319,74,5457,639,1892,7351,0,873,2271,0,0,2879,0,2349,0,0,0
2026-01-05 15:00:00,4314,0,11204,806,16687,7325,425,0,0,23,3108,947,373,0,0,319,74,3630,638,1925,7252,337,1006,2580,0,0,2856,0,1756,142,0,0
2026-01-05 15:30:00,4339,0,11223,797,16727,7330,563,0,0,23,4385,947,423,0,0,319,74,1746,653,1875,7825,448,967,2380,0,0,2893,0,1266,514,0,0
2026-01-05 16:00:00,4390,0,11191,812,16764,7338,563,0,0,23,3931,973,587,0,0,319,74,361,651,1872,8426,809,787,2884,0,0,2819,0,1197,487,0,0
2026-01-05 16:30:00,4365,0,11122,827,16800,7331,563,0,0,23,5851,972,616,0,0,319,74,9,636,1965,8894,1011,831,3006,0,0,2565,0,918,462,0,0
2026-01-05 17:00:00,4462,0,11180,869,16902,7348,599,0,0,23,6311,981,645,0,0,320,74,0,644,1977,9161,1151,636,2825,0,0,2049,0,0,260,0,0
2026-01-05 17:30:00,4495,0,11202,892,16988,7334,654,0,0,23,6377,1000,687,0,0,320,74,0,654,2169,9389,1201,295,2690,0,0,1686,0,0,535,0,0
2026-01-05 18:00:00,4518,0,11214,927,16987,7344,610,0,0,23,6147,998,605,0,0,320,74,0,662,2223,9435,1298,216,2762,0,0,1341,0,685,277,0,0
2026-01-05 18:30:00,4514,0,11203,908,16977,7346,563,0,0,23,6032,1013,643,0,0,320,74,0,661,2411,9431,1350,297,2667,0,0,798,0,726,252,0,0
2026-01-05 19:00:00,4491,0,11222,903,16949,7326,563,0,0,23,5165,1033,569,0,0,321,74,0,662,2397,9360,1047,568,2395,0,0,821,0,766,407,0,0
2026-01-05 19:30:00,4457,0,11195,855,16846,7316,537,0,0,23,4459,1052,467,0,0,320,74,0,648,2250,9372,1047,578,2413,0,0,1215,0,1144,294,0,0
2026-01-05 20:00:00,4388,0,11173,849,16549,7332,406,0,0,23,2921,1049,409,0,0,320,74,0,653,2763,9510,609,744,2262,0,0,1688,0,1037,706,0,0
2026-01-05 20:30:00,4366,0,11165,800,16254,7326,406,0,0,23,1664,1077,422,0,0,320,74,0,646,2522,9529,451,788,1999,0,0,1640,0,1072,894,0,0
2026-01-05 21:00:00,4306,0,10957,725,16005,7311,406,0,0,23,1783,1100,412,0,0,320,74,0,664,2336,9211,62,534,1287,0,0,1822,0,2509,689,0,0
2026-01-05 21:30:00,4293,0,10994,669,15727,7306,406,0,0,23,392,1126,434,0,0,319,74,0,670,2179,9061,332,717,1077,0,0,1685,0,2592,607,0,0
2026-01-05 22:00:00,4242,0,11076,678,15456,7301,406,0,0,23,608,1133,407,0,0,319,74,0,662,1978,8817,0,560,440,0,0,1484,0,2692,704,0,0
2026-01-05 22:30:00,4226,0,11136,689,15293,7296,406,0,0,23,539,1149,463,0,0,319,74,0,659,1711,8427,0,29,76,426,0,613,0,2464,718,0,0
2026-01-05 23:00:00,4178,0,11133,670,14842,7280,406,0,0,23,323,1146,404,0,0,318,74,0,656,1560,8079,0,537,0,542,300,938,0,2305,813,0,0
2026-01-05 23:30:00,4163,0,11158,668,14761,7276,406,0,0,23,341,1150,442,0,0,318,74,0,652,1353,7694,0,360,0,897,564,822,0,2455,760,0,0
2026-01-06 00:00:00,4131,0,11181,601,14904,7107,407,0,0,23,217,1156,238,0,0,318,75,0,701,1476,7402,0,140,0,711,166,1407,0,4347,1168,0,0
2026-01-06 00:30:00,4120,0,11178,629,14876,6987,406,0,0,23,138,1160,305,0,0,317,75,0,706,1546,7128,0,524,0,531,633,1594,0,4046,1130,0,0
2026-01-06 01:00:00,4101,0,11175,643,14909,7000,407,0,0,23,458,1169,385,0,0,317,75,0,703,1470,6842,0,602,0,564,559,820,0,3516,1044,0,0
2026-01-06 01:30:00,4110,0,11163,657,14974,7003,407,0,0,23,220,1173,360,0,0,317,75,0,710,1286,6515,0,628,0,824,321,970,0,3529,994,0,0
2026-01-06 02:00:00,4094,0,11152,666,14925,7007,406,0,0,23,150,1170,291,0,0,316,75,0,702,1135,6144,0,358,0,1103,0,1421,0,4460,864,0,0
2026-01-06 02:30:00,4091,0,11143,664,14710,7012,406,0,0,23,148,1166,345,0,0,315,75,0,703,1049,5845,0,125,0,1176,0,1587,0,4829,816,0,0
2026-01-06 03:00:00,4076,0,11156,673,14940,6996,406,0,0,23,200,1168,349,0,0,315,75,0,701,953,5552,0,160,0,1185,0,1663,0,4545,860,0,0
2026-01-06 03:30:00,4071,0,11155,700,15052,6993,406,0,0,23,184,1157,354,0,0,316,75,0,696,775,5322,0,71,0,1310,0,1863,0,4335,865,0,0
2026-01-06 04:00:00,4072,0,11164,695,15194,7003,406,0,0,23,168,1153,416,0,0,317,75,0,685,670,5180,0,169,0,1407,34,1824,0,4345,935,0,0
2026-01-06 04:30:00,4084,0,11172,671,15316,7011,406,0,0,23,243,1132,442,0,0,318,75,0,690,638,5006,0,375,0,1252,116,1872,0,4297,925,0,0
2026-01-06 05:00:00,4105,0,11193,661,15785,7030,406,0,0,23,162,1120,468,0,0,318,74,0,691,826,4826,0,589,0,1201,0,1799,0,4192,1052,0,0
2026-01-06 05:30:00,4118,0,11248,668,15895,7076,406,0,0,23,228,1107,517,0,0,319,74,0,690,546,4667,32,601,0,1077,29,1748,0,4312,1038,0,14
2026-01-06 06:00:00,4155,0,11237,700,16175,7158,407,0,0,23,323,1113,317,0,0,318,74,0,689,559,4529,676,306,134,1072,19,1501,0,4029,1092,0,99
2026-01-06 06:30:00,4176,0,11195,756,16269,7291,406,0,0,23,504,1111,332,0,0,318,74,0,684,975,4345,1051,169,823,965,0,1495,0,3630,968,0,0
2026-01-06 07:00:00,4248,0,11195,741,16780,7300,406,0,0,23,805,1106,336,0,0,318,74,0,684,1134,4228,1858,0,1694,1502,0,1168,0,2043,894,613,0
2026-01-06 07:30:00,4312,0,11218,668,16998,7293,406,0,0,23,1706,1120,369,0,0,317,58,0,691,1152,4127,1915,129,1946,1645,0,1083,0,1462,868,905,0
2026-01-06 08:00:00,4364,0,11236,681,17096,7319,561,0,0,23,3431,1124,695,0,0,317,54,50,691,950,3960,2143,0,1871,2480,0,152,0,131,907,1231,0
2026-01-06 08:30:00,4401,0,11244,685,17151,7327,592,0,0,23,4578,1131,711,0,0,317,54,486,688,1376,3845,2068,0,1858,2418,0,95,0,28,930,1265,0
2026-01-06 09:00:00,4407,0,11273,692,17169,7326,592,0,0,23,5708,1159,808,0,0,318,54,1306,691,1455,3848,1677,0,1630,2133,0,0,0,0,1182,1107,0
2026-01-06 09:30:00,4414,0,11248,776,17245,7335,592,0,0,23,5951,1156,882,0,0,320,54,2301,686,1442,3867,1508,0,1736,2096,0,17,0,0,979,880,0
2026-01-06 10:00:00,4404,0,11249,858,17320,7329,592,0,0,23,5468,1161,759,0,0,320,54,3411,688,1847,3771,1503,0,2011,2125,0,4,0,0,513,1127,0
2026-01-06 10:30:00,4399,0,11240,793,17302,7337,590,0,0,23,4548,1155,670,0,0,320,54,4553,688,2236,3759,1329,0,2008,2208,0,0,0,0,530,1484,0
2026-01-06 11:00:00,4368,0,11235,782,17337,7340,429,0,0,23,4372,1147,634,0,0,320,54,5469,680,2491,3947,1000,0,2010,1616,0,649,0,0,245,1023,0
2026-01-06 11:30:00,4370,0,11275,812,17366,7339,406,0,0,23,3873,1164,706,0,0,321,54,5918,678,2144,4007,845,222,2165,1367,0,782,0,52,379,701,0
2026-01-06 12:00:00,4307,0,11247,768,17377,7339,406,0,0,23,3379,1169,682,0,0,321,54,6125,686,2372,4158,698,352,2247,1051,0,1110,0,642,703,606,0
2026-01-06 12:30:00,4283,0,11269,726,17367,7350,406,0,0,23,2097,1177,614,0,0,320,54,6112,692,2850,4377,553,143,2453,699,0,1394,0,905,778,110,0
2026-01-06 13:00:00,4265,0,11250,731,17285,7337,406,0,0,23,2035,1190,578,0,0,320,62,5703,684,2671,4690,543,450,2396,391,0,1893,0,1425,870,53,0
2026-01-06 13:30:00,4275,0,11224,733,17312,7335,406,0,0,23,1777,1188,564,0,0,320,72,4895,687,2888,4893,694,447,2453,303,0,2027,0,1190,817,0,0
2026-01-06 14:00:00,4279,0,11183,731,17325,7315,406,0,0,23,1227,1172,556,0,0,319,74,3886,686,3433,5132,879,347,2240,324,0,2265,0,1738,208,0,0
2026-01-06 14:30:00,4296,0,11191,740,17325,7299,406,0,0,23,1320,1165,583,0,0,319,74,2608,698,3245,5493,1012,533,2385,208,0,2318,0,2367,64,0,0
2026-01-06 15:00:00,4322,0,11224,732,17325,7293,406,0,0,23,1502,1170,508,0,0,319,74,1447,709,3371,5896,1155,677,2552,2,0,2362,0,2642,422,0,0
2026-01-06 15:30:00,4352,0,11237,738,17345,7280,406,0,0,23,1973,1176,643,0,0,319,74,652,700,3428,6255,1076,720,2624,0,0,2386,0,2191,381,0,0
2026-01-06 16:00:00,4423,0,11213,733,17375,7272,406,0,0,23,2611,1172,674,0,0,319,74,147,703,2851,6722,1195,87,2747,12,0,2230,0,2421,288,0,0
2026-01-06 16:30:00,4465,0,11225,728,17456,7277,406,0,0,23,3593,1164,695,0,0,320,74,9,712,3116,7302,1226,216,2648,0,0,2248,0,2245,247,0,0
2026-01-06 17:00:00,4510,0,11240,731,17504,7285,470,0,0,23,4244,1172,716,0,0,320,74,0,719,3085,7930,1567,381,2690,443,0,2030,0,1912,428,0,0
2026-01-06 17:30:00,4516,0,11217,735,17530,7280,498,0,0,23,4175,1191,796,0,0,319,74,0,712,2372,8473,1683,128,2470,759,0,1502,0,1627,649,0,0
2026-01-06 18:00:00,4521,0,11227,735,17361,7349,498,0,0,23,4812,1185,719,0,0,319,74,0,703,3013,9169,1405,76,2055,481,0,934,0,1445,980,0,0
2026-01-06 18:30:00,4493,0,11242,709,17325,7426,434,0,0,23,3450,1164,629,0,0,319,74,0,709,3916,10134,1332,0,1871,436,0,642,0,1005,1307,0,0
2026-01-06 19:00:00,4472,0,11469,633,16863,7378,406,0,0,23,1343,1176,291,0,0,319,74,0,699,4540,11109,1429,2,1728,9,0,851,0,1535,1305,0,0
2026-01-06 19:30:00,4459,0,11654,633,16057,7373,406,0,0,23,255,1178,108,0,0,319,74,0,703,4485,11563,1414,62,1494,0,0,929,0,2400,1214,0,109
2026-01-06 20:00:00,4389,0,11496,601,15854,7370,406,0,0,23,581,1176,99,0,0,319,74,0,703,4578,12099,243,203,226,0,463,1304,0,2530,1238,0,151
2026-01-06 20:30:00,4359,0,11377,531,15702,7275,406,0,0,23,707,1189,96,0,0,320,74,0,702,4664,12312,0,0,0,0,667,1297,0,3155,1257,0,216
2026-01-06 21:00:00,4299,0,11284,422,15327,7165,406,0,0,23,264,1198,42,0,0,320,74,0,694,4542,12650,0,0,0,0,1716,1893,0,3623,1254,0,115
2026-01-06 21:30:00,4284,0,10993,415,15111,7062,406,0,0,23,121,1201,41,0,0,320,74,0,699,4623,12744,0,0,0,0,1846,1873,0,3622,1297,0,0
2026-01-06 22:00:00,4233,0,10963,439,14610,6789,406,0,0,23,274,1205,76,0,0,319,74,0,696,4677,12319,0,13,0,0,2133,1786,0,3075,1395,0,97
2026-01-06 22:30:00,4218,0,10614,455,14553,6673,406,0,0,23,124,1216,37,0,0,318,74,0,703,4976,12684,0,0,0,0,2636,1228,0,2572,1297,0,213
2026-01-06 23:00:00,4160,0,10219,455,14106,6403,406,0,0,23,170,1230,21,0,0,318,74,0,701,4873,13247,0,0,0,0,2717,1179,0,2048,1344,0,201
2026-01-06 23:30:00,4140,0,9875,435,14009,6177,406,0,0,23,92,1232,18,0,0,318,74,0,693,5231,13894,0,0,0,0,2508,1017,0,1518,1141,0,216
