,Biomass,Energy storage,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and pondage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,BE,CH,DE,ES,GB-CTY,IT,LU
2026-01-06 06:30:00,260,28,0,0,8759,0,70,0,0,0,982,4706,4114,0,52778,0,0,0,356,278,3097,137,1038,0,2780,2462,1410,0
2026-01-06 07:00:00,260,11,0,0,8861,0,70,0,0,0,1799,5034,4265,0,52762,0,0,0,359,259,3040,0,1927,0,2744,2585,1844,0
2026-01-06 07:30:00,259,12,0,0,8859,0,186,0,0,0,3582,5472,4541,0,52761,0,0,0,358,208,2776,19,2529,0,2734,1411,1982,0
2026-01-06 08:00:00,243,58,0,0,8852,0,340,0,0,0,4139,5737,4633,0,52734,0,0,297,357,173,2564,39,3130,0,2725,238,2119,0
2026-01-06 08:30:00,243,105,0,0,8877,0,457,0,0,0,4432,5792,4714,0,52711,0,0,564,354,211,2395,19,3183,78,2786,275,2082,0
2026-01-06 09:00:00,243,130,0,0,8881,0,699,0,0,0,4360,5607,4677,0,52699,0,0,1302,356,175,2223,0,3236,155,2848,313,2046,0
2026-01-06 09:30:00,243,92,0,0,8918,0,1014,0,0,0,4328,5516,4656,0,52690,0,0,2307,352,113,2097,0,3297,105,2857,157,2035,0
2026-01-06 10:00:00,243,100,0,0,8976,0,1140,0,0,0,4234,5451,4672,0,52712,0,0,3472,349,81,1933,0,3358,55,2867,0,2026,0
2026-01-06 10:30:00,243,5,0,0,8925,0,1139,0,0,0,3147,5347,4479,0,52685,0,0,4689,350,68,1845,0,3052,28,2773,41,1884,0
2026-01-06 11:00:00,243,32,0,0,8944,0,1139,0,0,0,2959,5224,4451,0,52696,0,0,5742,352,87,1826,0,2746,0,2679,81,1743,0
2026-01-06 11:30:00,257,15,0,0,8929,0,1129,0,0,0,2121,5186,4386,0,52683,0,0,6619,355,107,1841,0,2512,0,2744,57,1660,0
2026-01-06 12:00:00,260,3,0,0,8869,0,995,0,0,0,1878,5099,4317,0,52640,0,0,7279,353,149,1880,0,2277,0,2809,33,1577,0
2026-01-06 12:30:00,262,1,0,0,8791,0,973,0,0,0,1774,5164,4278,0,52629,0,0,7573,351,190,1893,0,1944,0,2764,17,1477,0
2026-01-06 13:00:00,263,28,0,0,8608,0,972,0,0,0,1639,5210,4100,0,52621,0,0,7661,355,252,1938,0,1611,0,2718,0,1377,0
2026-01-06 13:30:00,262,29,0,0,8557,0,967,0,0,0,1263,5105,4006,0,52576,0,0,7488,354,286,2028,0,1325,0,2748,0,1278,0
2026-01-06 14:00:00,261,24,0,0,8640,0,1086,0,0,0,864,5060,3742,0,52668,0,0,7126,353,287,2127,0,1039,0,2778,0,1180,0
2026-01-06 14:30:00,260,13,0,0,8666,0,1100,0,0,0,1204,5073,3544,0,52561,0,0,6457,353,283,2178,0,981,0,2796,18,1096,0
2026-01-06 15:00:00,263,37,0,0,8696,0,1002,0,0,0,1324,5104,3738,0,52576,0,0,5461,354,266,2222,0,922,0,2815,36,1012,0
2026-01-06 15:30:00,262,30,0,0,8701,0,981,0,0,0,1566,5287,4052,0,52542,0,0,4072,353,194,2236,0,1082,0,2748,130,1099,0
2026-01-06 16:00:00,261,3,0,0,8666,0,922,0,0,0,1593,5495,3978,0,52383,0,0,2684,353,219,2332,0,1242,0,2680,223,1186,0
2026-01-06 16:30:00,261,7,0,0,8716,0,939,0,0,0,2586,5684,4285,0,52135,0,0,1453,354,282,2544,0,1490,0,2601,439,1267,0
2026-01-06 17:00:00,265,39,0,0,8702,0,915,0,0,0,2977,5804,4461,0,52604,0,0,540,358,284,2784,0,1739,0,2521,654,1348,0
2026-01-06 17:30:00,267,42,0,0,8757,0,911,0,0,0,3493,5751,4569,0,52615,0,0,252,360,322,3104,165,1954,0,2639,906,1487,0
2026-01-06 18:00:00,267,86,0,0,8619,0,877,0,0,0,3544,5670,4356,0,52525,0,0,238,360,352,3385,330,2169,0,2756,1158,1627,0
2026-01-06 18:30:00,266,97,0,0,8648,0,882,0,0,0,3916,5750,4377,0,52562,0,0,231,361,414,3590,707,1830,0,2633,1415,1386,0
2026-01-06 19:00:00,265,3,0,0,8638,0,875,0,0,0,3920,5729,4695,0,52578,0,0,223,361,590,3801,1085,1491,0,2510,1672,1146,0
2026-01-06 19:30:00,264,1,0,0,8455,0,754,0,0,0,3098,5632,4592,0,52546,0,0,218,361,774,4043,1297,746,0,2445,1842,605,0
2026-01-06 20:00:00,265,72,0,0,8500,0,754,0,0,0,3104,5360,4538,0,52547,0,0,0,361,839,4269,1510,0,0,2380,2013,63,0
2026-01-06 20:30:00,265,26,0,0,8316,0,235,0,0,0,2338,5218,4349,0,52537,0,0,0,361,897,4597,1767,0,0,2320,2336,32,0
2026-01-06 21:00:00,265,19,0,0,8320,0,71,0,0,0,2240,4967,4275,0,52618,0,0,0,361,950,4961,2024,0,0,2260,2660,0,0
2026-01-06 21:30:00,267,6,0,0,8137,0,70,0,0,0,1858,4827,4176,0,52539,0,0,0,362,1002,5290,2329,0,0,2313,2333,0,0
2026-01-06 22:00:00,266,35,0,0,8240,0,71,0,0,0,1762,4567,3882,0,52690,0,0,0,361,1086,5510,2633,0,0,2366,2006,0,0
2026-01-06 22:30:00,266,24,0,0,8218,0,70,0,0,0,1010,4439,3588,0,52798,0,0,0,356,1217,5807,2809,0,0,2253,1873,0,0
2026-01-06 23:00:00,261,19,0,0,8089,0,70,0,0,0,861,4072,3371,0,52906,0,0,0,355,1328,5979,2985,0,0,2141,1739,0,0
2026-01-06 23:30:00,260,18,0,0,7954,0,70,0,0,0,828,3983,3211,0,52924,0,0,0,361,1370,6287,2985,0,0,2141,1739,0,0
