"MTU","Out Area","In Area","Physical Flow (MW)"
"05/01/2026 03:00:00 - 05/01/2026 04:00:00","France (FR)","Germany (DE)","1421.08"
"05/01/2026 03:00:00 - 05/01/2026 04:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 03:00:00 - 05/01/2026 04:00:00","France (FR)","Italy (IT)","1736.40"
"05/01/2026 03:00:00 - 05/01/2026 04:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 03:00:00 - 05/01/2026 04:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 03:00:00 - 05/01/2026 04:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 03:00:00 - 05/01/2026 04:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 03:00:00 - 05/01/2026 04:00:00","Spain (ES)","France (FR)","2868.00"
"05/01/2026 03:00:00 - 05/01/2026 04:00:00","France (FR)","Switzerland (CH)","2560.63"
"05/01/2026 03:00:00 - 05/01/2026 04:00:00","Switzerland (CH)","France (FR)","0.00"
"05/01/2026 03:00:00 - 05/01/2026 04:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 03:00:00 - 05/01/2026 04:00:00","United Kingdom (GB-CTY)","France (FR)","1204.06"
"05/01/2026 04:00:00 - 05/01/2026 05:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 04:00:00 - 05/01/2026 05:00:00","Belgium (BE)","France (FR)","2271.66"
"05/01/2026 04:00:00 - 05/01/2026 05:00:00","France (FR)","Germany (DE)","1439.85"
"05/01/2026 04:00:00 - 05/01/2026 05:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 04:00:00 - 05/01/2026 05:00:00","France (FR)","Italy (IT)","1937.26"
"05/01/2026 04:00:00 - 05/01/2026 05:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 04:00:00 - 05/01/2026 05:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 04:00:00 - 05/01/2026 05:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 04:00:00 - 05/01/2026 05:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 04:00:00 - 05/01/2026 05:00:00","Spain (ES)","France (FR)","3080.72"
"05/01/2026 04:00:00 - 05/01/2026 05:00:00","France (FR)","Switzerland (CH)","2823.60"
"05/01/2026 04:00:00 - 05/01/2026 05:00:00","Switzerland (CH)","France (FR)","0.00"
"05/01/2026 04:00:00 - 05/01/2026 05:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 04:00:00 - 05/01/2026 05:00:00","United Kingdom (GB-CTY)","France (FR)","1179.21"
"05/01/2026 05:00:00 - 05/01/2026 06:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 05:00:00 - 05/01/2026 06:00:00","Belgium (BE)","France (FR)","2181.43"
"05/01/2026 05:00:00 - 05/01/2026 06:00:00","France (FR)","Germany (DE)","1556.68"
"05/01/2026 05:00:00 - 05/01/2026 06:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 05:00:00 - 05/01/2026 06:00:00","France (FR)","Italy (IT)","1953.41"
"05/01/2026 05:00:00 - 05/01/2026 06:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 05:00:00 - 05/01/2026 06:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 05:00:00 - 05/01/2026 06:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 05:00:00 - 05/01/2026 06:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 05:00:00 - 05/01/2026 06:00:00","Spain (ES)","France (FR)","2875.75"
"05/01/2026 05:00:00 - 05/01/2026 06:00:00","France (FR)","Switzerland (CH)","2634.81"
"05/01/2026 05:00:00 - 05/01/2026 06:00:00","Switzerland (CH)","France (FR)","0.00"
"05/01/2026 05:00:00 - 05/01/2026 06:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 05:00:00 - 05/01/2026 06:00:00","United Kingdom (GB-CTY)","France (FR)","2057.22"
"05/01/2026 06:00:00 - 05/01/2026 07:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 06:00:00 - 05/01/2026 07:00:00","Belgium (BE)","France (FR)","1986.91"
"05/01/2026 06:00:00 - 05/01/2026 07:00:00","France (FR)","Germany (DE)","1803.13"
"05/01/2026 06:00:00 - 05/01/2026 07:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 06:00:00 - 05/01/2026 07:00:00","France (FR)","Italy (IT)","1712.85"
"05/01/2026 06:00:00 - 05/01/2026 07:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 06:00:00 - 05/01/2026 07:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 06:00:00 - 05/01/2026 07:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 06:00:00 - 05/01/2026 07:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 06:00:00 - 05/01/2026 07:00:00","Spain (ES)","France (FR)","2737.89"
"05/01/2026 06:00:00 - 05/01/2026 07:00:00","France (FR)","Switzerland (CH)","2229.65"
"05/01/2026 06:00:00 - 05/01/2026 07:00:00","Switzerland (CH)","France (FR)","0.00"
"05/01/2026 06:00:00 - 05/01/2026 07:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 06:00:00 - 05/01/2026 07:00:00","United Kingdom (GB-CTY)","France (FR)","2994.90"
"05/01/2026 07:00:00 - 05/01/2026 08:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 07:00:00 - 05/01/2026 08:00:00","Belgium (BE)","France (FR)","1086.89"
"05/01/2026 07:00:00 - 05/01/2026 08:00:00","France (FR)","Germany (DE)","1564.56"
"05/01/2026 07:00:00 - 05/01/2026 08:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 07:00:00 - 05/01/2026 08:00:00","France (FR)","Italy (IT)","507.55"
"05/01/2026 07:00:00 - 05/01/2026 08:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 07:00:00 - 05/01/2026 08:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 07:00:00 - 05/01/2026 08:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 07:00:00 - 05/01/2026 08:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 07:00:00 - 05/01/2026 08:00:00","Spain (ES)","France (FR)","2515.57"
"05/01/2026 07:00:00 - 05/01/2026 08:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 07:00:00 - 05/01/2026 08:00:00","Switzerland (CH)","France (FR)","389.35"
"05/01/2026 07:00:00 - 05/01/2026 08:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 07:00:00 - 05/01/2026 08:00:00","United Kingdom (GB-CTY)","France (FR)","2587.42"
"05/01/2026 08:00:00 - 05/01/2026 09:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 08:00:00 - 05/01/2026 09:00:00","Belgium (BE)","France (FR)","462.61"
"05/01/2026 08:00:00 - 05/01/2026 09:00:00","France (FR)","Germany (DE)","1457.27"
"05/01/2026 08:00:00 - 05/01/2026 09:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 08:00:00 - 05/01/2026 09:00:00","France (FR)","Italy (IT)","0.00"
"05/01/2026 08:00:00 - 05/01/2026 09:00:00","Italy (IT)","France (FR)","507.63"
"05/01/2026 08:00:00 - 05/01/2026 09:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 08:00:00 - 05/01/2026 09:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 08:00:00 - 05/01/2026 09:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 08:00:00 - 05/01/2026 09:00:00","Spain (ES)","France (FR)","1976.80"
"05/01/2026 08:00:00 - 05/01/2026 09:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 08:00:00 - 05/01/2026 09:00:00","Switzerland (CH)","France (FR)","1256.04"
"05/01/2026 08:00:00 - 05/01/2026 09:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 08:00:00 - 05/01/2026 09:00:00","United Kingdom (GB-CTY)","France (FR)","2063.27"
"05/01/2026 09:00:00 - 05/01/2026 10:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 09:00:00 - 05/01/2026 10:00:00","Belgium (BE)","France (FR)","457.82"
"05/01/2026 09:00:00 - 05/01/2026 10:00:00","France (FR)","Germany (DE)","1208.32"
"05/01/2026 09:00:00 - 05/01/2026 10:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 09:00:00 - 05/01/2026 10:00:00","France (FR)","Italy (IT)","0.00"
"05/01/2026 09:00:00 - 05/01/2026 10:00:00","Italy (IT)","France (FR)","612.81"
"05/01/2026 09:00:00 - 05/01/2026 10:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 09:00:00 - 05/01/2026 10:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 09:00:00 - 05/01/2026 10:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 09:00:00 - 05/01/2026 10:00:00","Spain (ES)","France (FR)","1873.00"
"05/01/2026 09:00:00 - 05/01/2026 10:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 09:00:00 - 05/01/2026 10:00:00","Switzerland (CH)","France (FR)","1716.85"
"05/01/2026 09:00:00 - 05/01/2026 10:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 09:00:00 - 05/01/2026 10:00:00","United Kingdom (GB-CTY)","France (FR)","813.28"
"05/01/2026 10:00:00 - 05/01/2026 11:00:00","France (FR)","Belgium (BE)","31.23"
"05/01/2026 10:00:00 - 05/01/2026 11:00:00","Belgium (BE)","France (FR)","0.00"
"05/01/2026 10:00:00 - 05/01/2026 11:00:00","France (FR)","Germany (DE)","1322.66"
"05/01/2026 10:00:00 - 05/01/2026 11:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 10:00:00 - 05/01/2026 11:00:00","France (FR)","Italy (IT)","0.00"
"05/01/2026 10:00:00 - 05/01/2026 11:00:00","Italy (IT)","France (FR)","360.56"
"05/01/2026 10:00:00 - 05/01/2026 11:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 10:00:00 - 05/01/2026 11:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 10:00:00 - 05/01/2026 11:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 10:00:00 - 05/01/2026 11:00:00","Spain (ES)","France (FR)","1915.80"
"05/01/2026 10:00:00 - 05/01/2026 11:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 10:00:00 - 05/01/2026 11:00:00","Switzerland (CH)","France (FR)","1517.99"
"05/01/2026 10:00:00 - 05/01/2026 11:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 10:00:00 - 05/01/2026 11:00:00","United Kingdom (GB-CTY)","France (FR)","129.66"
"05/01/2026 11:00:00 - 05/01/2026 12:00:00","France (FR)","Belgium (BE)","1204.33"
"05/01/2026 11:00:00 - 05/01/2026 12:00:00","Belgium (BE)","France (FR)","0.00"
"05/01/2026 11:00:00 - 05/01/2026 12:00:00","France (FR)","Germany (DE)","2082.40"
"05/01/2026 11:00:00 - 05/01/2026 12:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 11:00:00 - 05/01/2026 12:00:00","France (FR)","Italy (IT)","0.00"
"05/01/2026 11:00:00 - 05/01/2026 12:00:00","Italy (IT)","France (FR)","220.26"
"05/01/2026 11:00:00 - 05/01/2026 12:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 11:00:00 - 05/01/2026 12:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 11:00:00 - 05/01/2026 12:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 11:00:00 - 05/01/2026 12:00:00","Spain (ES)","France (FR)","1911.42"
"05/01/2026 11:00:00 - 05/01/2026 12:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 11:00:00 - 05/01/2026 12:00:00","Switzerland (CH)","France (FR)","1096.84"
"05/01/2026 11:00:00 - 05/01/2026 12:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 11:00:00 - 05/01/2026 12:00:00","United Kingdom (GB-CTY)","France (FR)","951.57"
"05/01/2026 12:00:00 - 05/01/2026 13:00:00","France (FR)","Belgium (BE)","634.50"
"05/01/2026 12:00:00 - 05/01/2026 13:00:00","Belgium (BE)","France (FR)","0.00"
"05/01/2026 12:00:00 - 05/01/2026 13:00:00","France (FR)","Germany (DE)","2279.54"
"05/01/2026 12:00:00 - 05/01/2026 13:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 12:00:00 - 05/01/2026 13:00:00","France (FR)","Italy (IT)","140.69"
"05/01/2026 12:00:00 - 05/01/2026 13:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 12:00:00 - 05/01/2026 13:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 12:00:00 - 05/01/2026 13:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 12:00:00 - 05/01/2026 13:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 12:00:00 - 05/01/2026 13:00:00","Spain (ES)","France (FR)","2150.47"
"05/01/2026 12:00:00 - 05/01/2026 13:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 12:00:00 - 05/01/2026 13:00:00","Switzerland (CH)","France (FR)","861.72"
"05/01/2026 12:00:00 - 05/01/2026 13:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 12:00:00 - 05/01/2026 13:00:00","United Kingdom (GB-CTY)","France (FR)","419.20"
"05/01/2026 13:00:00 - 05/01/2026 14:00:00","France (FR)","Belgium (BE)","1072.55"
"05/01/2026 13:00:00 - 05/01/2026 14:00:00","Belgium (BE)","France (FR)","0.00"
"05/01/2026 13:00:00 - 05/01/2026 14:00:00","France (FR)","Germany (DE)","2973.05"
"05/01/2026 13:00:00 - 05/01/2026 14:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 13:00:00 - 05/01/2026 14:00:00","France (FR)","Italy (IT)","655.31"
"05/01/2026 13:00:00 - 05/01/2026 14:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 13:00:00 - 05/01/2026 14:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 13:00:00 - 05/01/2026 14:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 13:00:00 - 05/01/2026 14:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 13:00:00 - 05/01/2026 14:00:00","Spain (ES)","France (FR)","2208.31"
"05/01/2026 13:00:00 - 05/01/2026 14:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 13:00:00 - 05/01/2026 14:00:00","Switzerland (CH)","France (FR)","119.04"
"05/01/2026 13:00:00 - 05/01/2026 14:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 13:00:00 - 05/01/2026 14:00:00","United Kingdom (GB-CTY)","France (FR)","1181.63"
"05/01/2026 14:00:00 - 05/01/2026 15:00:00","France (FR)","Belgium (BE)","1119.32"
"05/01/2026 14:00:00 - 05/01/2026 15:00:00","Belgium (BE)","France (FR)","0.00"
"05/01/2026 14:00:00 - 05/01/2026 15:00:00","France (FR)","Germany (DE)","2776.85"
"05/01/2026 14:00:00 - 05/01/2026 15:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 14:00:00 - 05/01/2026 15:00:00","France (FR)","Italy (IT)","559.56"
"05/01/2026 14:00:00 - 05/01/2026 15:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 14:00:00 - 05/01/2026 15:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 14:00:00 - 05/01/2026 15:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 14:00:00 - 05/01/2026 15:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 14:00:00 - 05/01/2026 15:00:00","Spain (ES)","France (FR)","2202.97"
"05/01/2026 14:00:00 - 05/01/2026 15:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 14:00:00 - 05/01/2026 15:00:00","Switzerland (CH)","France (FR)","47.18"
"05/01/2026 14:00:00 - 05/01/2026 15:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 14:00:00 - 05/01/2026 15:00:00","United Kingdom (GB-CTY)","France (FR)","239.47"
"05/01/2026 15:00:00 - 05/01/2026 16:00:00","France (FR)","Belgium (BE)","1546.45"
"05/01/2026 15:00:00 - 05/01/2026 16:00:00","Belgium (BE)","France (FR)","0.00"
"05/01/2026 15:00:00 - 05/01/2026 16:00:00","France (FR)","Germany (DE)","2874.73"
"05/01/2026 15:00:00 - 05/01/2026 16:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 15:00:00 - 05/01/2026 16:00:00","France (FR)","Italy (IT)","758.13"
"05/01/2026 15:00:00 - 05/01/2026 16:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 15:00:00 - 05/01/2026 16:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 15:00:00 - 05/01/2026 16:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 15:00:00 - 05/01/2026 16:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 15:00:00 - 05/01/2026 16:00:00","Spain (ES)","France (FR)","1764.42"
"05/01/2026 15:00:00 - 05/01/2026 16:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 15:00:00 - 05/01/2026 16:00:00","Switzerland (CH)","France (FR)","534.31"
"05/01/2026 15:00:00 - 05/01/2026 16:00:00","France (FR)","United Kingdom (GB-CTY)","0.00"
"05/01/2026 15:00:00 - 05/01/2026 16:00:00","United Kingdom (GB-CTY)","France (FR)","567.85"
"05/01/2026 16:00:00 - 05/01/2026 17:00:00","France (FR)","Belgium (BE)","1232.76"
"05/01/2026 16:00:00 - 05/01/2026 17:00:00","Belgium (BE)","France (FR)","0.00"
"05/01/2026 16:00:00 - 05/01/2026 17:00:00","France (FR)","Germany (DE)","2691.93"
"05/01/2026 16:00:00 - 05/01/2026 17:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 16:00:00 - 05/01/2026 17:00:00","France (FR)","Italy (IT)","252.38"
"05/01/2026 16:00:00 - 05/01/2026 17:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 16:00:00 - 05/01/2026 17:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 16:00:00 - 05/01/2026 17:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 16:00:00 - 05/01/2026 17:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 16:00:00 - 05/01/2026 17:00:00","Spain (ES)","France (FR)","1585.05"
"05/01/2026 16:00:00 - 05/01/2026 17:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 16:00:00 - 05/01/2026 17:00:00","Switzerland (CH)","France (FR)","889.85"
"05/01/2026 16:00:00 - 05/01/2026 17:00:00","France (FR)","United Kingdom (GB-CTY)","165.59"
"05/01/2026 16:00:00 - 05/01/2026 17:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"05/01/2026 17:00:00 - 05/01/2026 18:00:00","France (FR)","Belgium (BE)","646.45"
"05/01/2026 17:00:00 - 05/01/2026 18:00:00","Belgium (BE)","France (FR)","0.00"
"05/01/2026 17:00:00 - 05/01/2026 18:00:00","France (FR)","Germany (DE)","1867.30"
"05/01/2026 17:00:00 - 05/01/2026 18:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 17:00:00 - 05/01/2026 18:00:00","France (FR)","Italy (IT)","0.00"
"05/01/2026 17:00:00 - 05/01/2026 18:00:00","Italy (IT)","France (FR)","370.09"
"05/01/2026 17:00:00 - 05/01/2026 18:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 17:00:00 - 05/01/2026 18:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 17:00:00 - 05/01/2026 18:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 17:00:00 - 05/01/2026 18:00:00","Spain (ES)","France (FR)","1697.43"
"05/01/2026 17:00:00 - 05/01/2026 18:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 17:00:00 - 05/01/2026 18:00:00","Switzerland (CH)","France (FR)","1730.60"
"05/01/2026 17:00:00 - 05/01/2026 18:00:00","France (FR)","United Kingdom (GB-CTY)","136.60"
"05/01/2026 17:00:00 - 05/01/2026 18:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"05/01/2026 18:00:00 - 05/01/2026 19:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 18:00:00 - 05/01/2026 19:00:00","Belgium (BE)","France (FR)","505.13"
"05/01/2026 18:00:00 - 05/01/2026 19:00:00","France (FR)","Germany (DE)","1069.06"
"05/01/2026 18:00:00 - 05/01/2026 19:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 18:00:00 - 05/01/2026 19:00:00","France (FR)","Italy (IT)","0.00"
"05/01/2026 18:00:00 - 05/01/2026 19:00:00","Italy (IT)","France (FR)","1242.95"
"05/01/2026 18:00:00 - 05/01/2026 19:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 18:00:00 - 05/01/2026 19:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 18:00:00 - 05/01/2026 19:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 18:00:00 - 05/01/2026 19:00:00","Spain (ES)","France (FR)","2007.77"
"05/01/2026 18:00:00 - 05/01/2026 19:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 18:00:00 - 05/01/2026 19:00:00","Switzerland (CH)","France (FR)","2516.91"
"05/01/2026 18:00:00 - 05/01/2026 19:00:00","France (FR)","United Kingdom (GB-CTY)","22.27"
"05/01/2026 18:00:00 - 05/01/2026 19:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"05/01/2026 19:00:00 - 05/01/2026 20:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 19:00:00 - 05/01/2026 20:00:00","Belgium (BE)","France (FR)","1188.92"
"05/01/2026 19:00:00 - 05/01/2026 20:00:00","France (FR)","Germany (DE)","1017.85"
"05/01/2026 19:00:00 - 05/01/2026 20:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 19:00:00 - 05/01/2026 20:00:00","France (FR)","Italy (IT)","0.00"
"05/01/2026 19:00:00 - 05/01/2026 20:00:00","Italy (IT)","France (FR)","1184.36"
"05/01/2026 19:00:00 - 05/01/2026 20:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 19:00:00 - 05/01/2026 20:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 19:00:00 - 05/01/2026 20:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 19:00:00 - 05/01/2026 20:00:00","Spain (ES)","France (FR)","2284.12"
"05/01/2026 19:00:00 - 05/01/2026 20:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 19:00:00 - 05/01/2026 20:00:00","Switzerland (CH)","France (FR)","2272.58"
"05/01/2026 19:00:00 - 05/01/2026 20:00:00","France (FR)","United Kingdom (GB-CTY)","577.10"
"05/01/2026 19:00:00 - 05/01/2026 20:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"05/01/2026 20:00:00 - 05/01/2026 21:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 20:00:00 - 05/01/2026 21:00:00","Belgium (BE)","France (FR)","648.05"
"05/01/2026 20:00:00 - 05/01/2026 21:00:00","France (FR)","Germany (DE)","1664.19"
"05/01/2026 20:00:00 - 05/01/2026 21:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 20:00:00 - 05/01/2026 21:00:00","France (FR)","Italy (IT)","0.00"
"05/01/2026 20:00:00 - 05/01/2026 21:00:00","Italy (IT)","France (FR)","368.89"
"05/01/2026 20:00:00 - 05/01/2026 21:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 20:00:00 - 05/01/2026 21:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 20:00:00 - 05/01/2026 21:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 20:00:00 - 05/01/2026 21:00:00","Spain (ES)","France (FR)","2190.76"
"05/01/2026 20:00:00 - 05/01/2026 21:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 20:00:00 - 05/01/2026 21:00:00","Switzerland (CH)","France (FR)","1376.29"
"05/01/2026 20:00:00 - 05/01/2026 21:00:00","France (FR)","United Kingdom (GB-CTY)","539.78"
"05/01/2026 20:00:00 - 05/01/2026 21:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"05/01/2026 21:00:00 - 05/01/2026 22:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 21:00:00 - 05/01/2026 22:00:00","Belgium (BE)","France (FR)","1185.09"
"05/01/2026 21:00:00 - 05/01/2026 22:00:00","France (FR)","Germany (DE)","1753.42"
"05/01/2026 21:00:00 - 05/01/2026 22:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 21:00:00 - 05/01/2026 22:00:00","France (FR)","Italy (IT)","230.19"
"05/01/2026 21:00:00 - 05/01/2026 22:00:00","Italy (IT)","France (FR)","0.00"
"05/01/2026 21:00:00 - 05/01/2026 22:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 21:00:00 - 05/01/2026 22:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 21:00:00 - 05/01/2026 22:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 21:00:00 - 05/01/2026 22:00:00","Spain (ES)","France (FR)","2404.44"
"05/01/2026 21:00:00 - 05/01/2026 22:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 21:00:00 - 05/01/2026 22:00:00","Switzerland (CH)","France (FR)","474.76"
"05/01/2026 21:00:00 - 05/01/2026 22:00:00","France (FR)","United Kingdom (GB-CTY)","1446.81"
"05/01/2026 21:00:00 - 05/01/2026 22:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
"05/01/2026 22:00:00 - 05/01/2026 23:00:00","France (FR)","Belgium (BE)","0.00"
"05/01/2026 22:00:00 - 05/01/2026 23:00:00","Belgium (BE)","France (FR)","2154.77"
"05/01/2026 22:00:00 - 05/01/2026 23:00:00","France (FR)","Germany (DE)","1048.51"
"05/01/2026 22:00:00 - 05/01/2026 23:00:00","Germany (DE)","France (FR)","0.00"
"05/01/2026 22:00:00 - 05/01/2026 23:00:00","France (FR)","Italy (IT)","0.00"
"05/01/2026 22:00:00 - 05/01/2026 23:00:00","Italy (IT)","France (FR)","121.35"
"05/01/2026 22:00:00 - 05/01/2026 23:00:00","France (FR)","Luxembourg (LU)","n/e"
"05/01/2026 22:00:00 - 05/01/2026 23:00:00","Luxembourg (LU)","France (FR)","n/e"
"05/01/2026 22:00:00 - 05/01/2026 23:00:00","France (FR)","Spain (ES)","0.00"
"05/01/2026 22:00:00 - 05/01/2026 23:00:00","Spain (ES)","France (FR)","2498.50"
"05/01/2026 22:00:00 - 05/01/2026 23:00:00","France (FR)","Switzerland (CH)","0.00"
"05/01/2026 22:00:00 - 05/01/2026 23:00:00","Switzerland (CH)","France (FR)","496.74"
"05/01/2026 22:00:00 - 05/01/2026 23:00:00","France (FR)","United Kingdom (GB-CTY)","681.06"
"05/01/2026 22:00:00 - 05/01/2026 23:00:00","United Kingdom (GB-CTY)","France (FR)","0.00"
