"MTU","Out Area","In Area","Physical Flow (MW)"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","France (FR)","Germany (DE)","2652.54"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","Germany (DE)","Luxembourg (LU)","240.37"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","Luxembourg (LU)","Germany (DE)","0.00"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","Germany (DE)","Netherlands (NL)","78.11"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","Netherlands (NL)","Germany (DE)","0.00"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","Germany (DE)","Norway (NO)","61.44"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","Norway (NO)","Germany (DE)","0.00"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","Germany (DE)","Poland (PL)","1271.13"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","Poland (PL)","Germany (DE)","0.00"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","Germany (DE)","Sweden (SE)","0.00"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","Sweden (SE)","Germany (DE)","25.85"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","Germany (DE)","Switzerland (CH)","2354.25"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","Switzerland (CH)","Germany (DE)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Germany (DE)","Austria (AT)","1958.89"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Austria (AT)","Germany (DE)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Germany (DE)","Belgium (BE)","701.75"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Belgium (BE)","Germany (DE)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Germany (DE)","Czech Republic (CZ)","1532.69"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Czech Republic (CZ)","Germany (DE)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Germany (DE)","Denmark (DK)","1446.68"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Denmark (DK)","Germany (DE)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","France (FR)","Germany (DE)","2456.58"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Germany (DE)","Luxembourg (LU)","249.34"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Luxembourg (LU)","Germany (DE)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Germany (DE)","Netherlands (NL)","287.56"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Netherlands (NL)","Germany (DE)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Germany (DE)","Norway (NO)","179.97"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Norway (NO)","Germany (DE)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Germany (DE)","Poland (PL)","1261.95"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Poland (PL)","Germany (DE)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Germany (DE)","Sweden (SE)","0.00"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Sweden (SE)","Germany (DE)","15.92"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Germany (DE)","Switzerland (CH)","2111.47"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Switzerland (CH)","Germany (DE)","0.00"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Germany (DE)","Austria (AT)","1934.68"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Austria (AT)","Germany (DE)","0.00"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Germany (DE)","Belgium (BE)","668.90"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Belgium (BE)","Germany (DE)","0.00"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Germany (DE)","Czech Republic (CZ)","1325.07"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Czech Republic (CZ)","Germany (DE)","0.00"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Germany (DE)","Denmark (DK)","1387.11"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Denmark (DK)","Germany (DE)","0.00"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","France (FR)","Germany (DE)","2200.91"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Germany (DE)","Luxembourg (LU)","294.42"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Luxembourg (LU)","Germany (DE)","0.00"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Germany (DE)","Netherlands (NL)","471.88"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Netherlands (NL)","Germany (DE)","0.00"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Germany (DE)","Norway (NO)","193.56"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Norway (NO)","Germany (DE)","0.00"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Germany (DE)","Poland (PL)","1336.38"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Poland (PL)","Germany (DE)","0.00"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Germany (DE)","Sweden (SE)","0.00"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Sweden (SE)","Germany (DE)","50.96"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Germany (DE)","Switzerland (CH)","2153.65"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Switzerland (CH)","Germany (DE)","0.00"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Germany (DE)","Austria (AT)","1925.36"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Austria (AT)","Germany (DE)","0.00"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Germany (DE)","Belgium (BE)","372.49"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Belgium (BE)","Germany (DE)","0.00"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Germany (DE)","Czech Republic (CZ)","1225.73"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Czech Republic (CZ)","Germany (DE)","0.00"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Germany (DE)","Denmark (DK)","1168.75"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Denmark (DK)","Germany (DE)","0.00"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","France (FR)","Germany (DE)","1935.69"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Germany (DE)","Luxembourg (LU)","336.06"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Luxembourg (LU)","Germany (DE)","0.00"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Germany (DE)","Netherlands (NL)","802.17"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Netherlands (NL)","Germany (DE)","0.00"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Germany (DE)","Norway (NO)","179.22"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Norway (NO)","Germany (DE)","0.00"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Germany (DE)","Poland (PL)","1474.62"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Poland (PL)","Germany (DE)","0.00"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Germany (DE)","Sweden (SE)","0.00"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Sweden (SE)","Germany (DE)","31.84"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Germany (DE)","Switzerland (CH)","2210.67"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Switzerland (CH)","Germany (DE)","0.00"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Germany (DE)","Austria (AT)","1925.43"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Austria (AT)","Germany (DE)","0.00"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Germany (DE)","Belgium (BE)","328.65"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Belgium (BE)","Germany (DE)","0.00"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Germany (DE)","Czech Republic (CZ)","1196.44"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Czech Republic (CZ)","Germany (DE)","0.00"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Germany (DE)","Denmark (DK)","1116.92"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Denmark (DK)","Germany (DE)","0.00"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","France (FR)","Germany (DE)","1790.55"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Germany (DE)","Luxembourg (LU)","342.76"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Luxembourg (LU)","Germany (DE)","0.00"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Germany (DE)","Netherlands (NL)","941.14"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Netherlands (NL)","Germany (DE)","0.00"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Germany (DE)","Norway (NO)","149.67"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Norway (NO)","Germany (DE)","0.00"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Germany (DE)","Poland (PL)","1495.06"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Poland (PL)","Germany (DE)","0.00"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Germany (DE)","Sweden (SE)","0.00"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Sweden (SE)","Germany (DE)","62.89"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Germany (DE)","Switzerland (CH)","2315.83"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Switzerland (CH)","Germany (DE)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Germany (DE)","Austria (AT)","2041.29"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Austria (AT)","Germany (DE)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Germany (DE)","Belgium (BE)","599.09"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Belgium (BE)","Germany (DE)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Germany (DE)","Czech Republic (CZ)","1162.18"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Czech Republic (CZ)","Germany (DE)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Germany (DE)","Denmark (DK)","1189.44"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Denmark (DK)","Germany (DE)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","France (FR)","Germany (DE)","1466.49"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Germany (DE)","Luxembourg (LU)","359.52"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Luxembourg (LU)","Germany (DE)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Germany (DE)","Netherlands (NL)","1142.59"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Netherlands (NL)","Germany (DE)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Germany (DE)","Norway (NO)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Norway (NO)","Germany (DE)","75.97"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Germany (DE)","Poland (PL)","1618.38"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Poland (PL)","Germany (DE)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Germany (DE)","Sweden (SE)","0.00"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Sweden (SE)","Germany (DE)","169.53"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Germany (DE)","Switzerland (CH)","2565.97"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Switzerland (CH)","Germany (DE)","0.00"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Germany (DE)","Austria (AT)","1949.15"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Austria (AT)","Germany (DE)","0.00"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Germany (DE)","Belgium (BE)","639.37"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Belgium (BE)","Germany (DE)","0.00"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Germany (DE)","Czech Republic (CZ)","1023.86"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Czech Republic (CZ)","Germany (DE)","0.00"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Germany (DE)","Denmark (DK)","1167.06"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Denmark (DK)","Germany (DE)","0.00"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","France (FR)","Germany (DE)","1287.32"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Germany (DE)","Luxembourg (LU)","364.88"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Luxembourg (LU)","Germany (DE)","0.00"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Germany (DE)","Netherlands (NL)","1148.24"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Netherlands (NL)","Germany (DE)","0.00"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Germany (DE)","Norway (NO)","0.00"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Norway (NO)","Germany (DE)","91.68"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Germany (DE)","Poland (PL)","1547.27"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Poland (PL)","Germany (DE)","0.00"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Germany (DE)","Sweden (SE)","0.00"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Sweden (SE)","Germany (DE)","203.67"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Germany (DE)","Switzerland (CH)","2565.62"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Switzerland (CH)","Germany (DE)","0.00"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Germany (DE)","Austria (AT)","2021.11"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Austria (AT)","Germany (DE)","0.00"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Germany (DE)","Belgium (BE)","654.47"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Belgium (BE)","Germany (DE)","0.00"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Germany (DE)","Czech Republic (CZ)","1129.22"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Czech Republic (CZ)","Germany (DE)","0.00"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Germany (DE)","Denmark (DK)","1183.00"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Denmark (DK)","Germany (DE)","0.00"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","France (FR)","Germany (DE)","1161.31"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Germany (DE)","Luxembourg (LU)","363.05"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Luxembourg (LU)","Germany (DE)","0.00"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Germany (DE)","Netherlands (NL)","1273.06"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Netherlands (NL)","Germany (DE)","0.00"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Germany (DE)","Norway (NO)","0.00"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Norway (NO)","Germany (DE)","124.80"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Germany (DE)","Poland (PL)","1672.61"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Poland (PL)","Germany (DE)","0.00"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Germany (DE)","Sweden (SE)","0.00"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Sweden (SE)","Germany (DE)","215.71"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Germany (DE)","Switzerland (CH)","2533.48"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Switzerland (CH)","Germany (DE)","0.00"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Germany (DE)","Austria (AT)","1981.41"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Austria (AT)","Germany (DE)","0.00"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Germany (DE)","Belgium (BE)","731.12"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Belgium (BE)","Germany (DE)","0.00"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Germany (DE)","Czech Republic (CZ)","1053.69"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Czech Republic (CZ)","Germany (DE)","0.00"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Germany (DE)","Denmark (DK)","959.60"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Denmark (DK)","Germany (DE)","0.00"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","France (FR)","Germany (DE)","955.38"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Germany (DE)","Luxembourg (LU)","372.23"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Luxembourg (LU)","Germany (DE)","0.00"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Germany (DE)","Netherlands (NL)","1532.28"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Netherlands (NL)","Germany (DE)","0.00"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Germany (DE)","Norway (NO)","0.00"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Norway (NO)","Germany (DE)","189.12"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Germany (DE)","Poland (PL)","1651.97"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Poland (PL)","Germany (DE)","0.00"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Germany (DE)","Sweden (SE)","0.00"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Sweden (SE)","Germany (DE)","216.88"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Germany (DE)","Switzerland (CH)","2571.27"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Switzerland (CH)","Germany (DE)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Germany (DE)","Austria (AT)","2022.54"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Austria (AT)","Germany (DE)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Germany (DE)","Belgium (BE)","696.77"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Belgium (BE)","Germany (DE)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Germany (DE)","Czech Republic (CZ)","1084.20"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Czech Republic (CZ)","Germany (DE)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Germany (DE)","Denmark (DK)","639.92"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Denmark (DK)","Germany (DE)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","France (FR)","Germany (DE)","754.38"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Germany (DE)","Luxembourg (LU)","370.44"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Luxembourg (LU)","Germany (DE)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Germany (DE)","Netherlands (NL)","1765.31"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Netherlands (NL)","Germany (DE)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Germany (DE)","Norway (NO)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Norway (NO)","Germany (DE)","424.48"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Germany (DE)","Poland (PL)","1597.60"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Poland (PL)","Germany (DE)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Germany (DE)","Sweden (SE)","0.00"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Sweden (SE)","Germany (DE)","216.88"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Germany (DE)","Switzerland (CH)","2778.44"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Switzerland (CH)","Germany (DE)","0.00"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Germany (DE)","Austria (AT)","1892.75"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Austria (AT)","Germany (DE)","0.00"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Germany (DE)","Belgium (BE)","735.93"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Belgium (BE)","Germany (DE)","0.00"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Germany (DE)","Czech Republic (CZ)","1179.57"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Czech Republic (CZ)","Germany (DE)","0.00"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Germany (DE)","Denmark (DK)","518.59"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Denmark (DK)","Germany (DE)","0.00"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","France (FR)","Germany (DE)","691.53"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Germany (DE)","Luxembourg (LU)","366.10"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Luxembourg (LU)","Germany (DE)","0.00"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Germany (DE)","Netherlands (NL)","1741.60"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Netherlands (NL)","Germany (DE)","0.00"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Germany (DE)","Norway (NO)","0.00"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Norway (NO)","Germany (DE)","152.48"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Germany (DE)","Poland (PL)","1723.64"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Poland (PL)","Germany (DE)","0.00"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Germany (DE)","Sweden (SE)","0.00"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Sweden (SE)","Germany (DE)","216.88"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Germany (DE)","Switzerland (CH)","2778.99"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Switzerland (CH)","Germany (DE)","0.00"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Germany (DE)","Austria (AT)","1990.61"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Austria (AT)","Germany (DE)","0.00"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Germany (DE)","Belgium (BE)","659.26"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Belgium (BE)","Germany (DE)","0.00"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Germany (DE)","Czech Republic (CZ)","1231.28"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Czech Republic (CZ)","Germany (DE)","0.00"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Germany (DE)","Denmark (DK)","475.51"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Denmark (DK)","Germany (DE)","0.00"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","France (FR)","Germany (DE)","776.81"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Germany (DE)","Luxembourg (LU)","356.17"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Luxembourg (LU)","Germany (DE)","0.00"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Germany (DE)","Netherlands (NL)","1696.23"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Netherlands (NL)","Germany (DE)","0.00"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Germany (DE)","Norway (NO)","0.00"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Norway (NO)","Germany (DE)","202.08"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Germany (DE)","Poland (PL)","1727.57"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Poland (PL)","Germany (DE)","0.00"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Germany (DE)","Sweden (SE)","0.00"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Sweden (SE)","Germany (DE)","216.88"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Germany (DE)","Switzerland (CH)","2740.16"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Switzerland (CH)","Germany (DE)","0.00"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Germany (DE)","Austria (AT)","1994.72"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Austria (AT)","Germany (DE)","0.00"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Germany (DE)","Belgium (BE)","695.77"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Belgium (BE)","Germany (DE)","0.00"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Germany (DE)","Czech Republic (CZ)","1237.46"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Czech Republic (CZ)","Germany (DE)","0.00"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Germany (DE)","Denmark (DK)","533.58"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Denmark (DK)","Germany (DE)","0.00"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Germany (DE)","France (FR)","0.00"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","France (FR)","Germany (DE)","734.66"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Germany (DE)","Luxembourg (LU)","353.11"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Luxembourg (LU)","Germany (DE)","0.00"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Germany (DE)","Netherlands (NL)","1831.98"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Netherlands (NL)","Germany (DE)","0.00"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Germany (DE)","Norway (NO)","0.00"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Norway (NO)","Germany (DE)","226.88"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Germany (DE)","Poland (PL)","1754.34"
