"MTU","Out Area","In Area","Physical Flow (MW)"
"01/01/2026 08:30:00 - 01/01/2026 08:45:00","Norway (NO)","Germany (DE)","0.00"
"01/01/2026 08:30:00 - 01/01/2026 08:45:00","Germany (DE)","Poland (PL)","1026.59"
"01/01/2026 08:30:00 - 01/01/2026 08:45:00","Poland (PL)","Germany (DE)","0.00"
"01/01/2026 08:30:00 - 01/01/2026 08:45:00","Germany (DE)","Sweden (SE)","203.43"
"01/01/2026 08:30:00 - 01/01/2026 08:45:00","Sweden (SE)","Germany (DE)","0.00"
"01/01/2026 08:30:00 - 01/01/2026 08:45:00","Germany (DE)","Switzerland (CH)","3836.20"
"01/01/2026 08:30:00 - 01/01/2026 08:45:00","Switzerland (CH)","Germany (DE)","0.00"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Germany (DE)","Austria (AT)","2260.55"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Austria (AT)","Germany (DE)","0.00"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Germany (DE)","Belgium (BE)","819.65"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Belgium (BE)","Germany (DE)","0.00"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Germany (DE)","Czech Republic (CZ)","1213.47"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Czech Republic (CZ)","Germany (DE)","0.00"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Germany (DE)","Denmark (DK)","2848.11"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Denmark (DK)","Germany (DE)","0.00"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Germany (DE)","France (FR)","1968.26"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","France (FR)","Germany (DE)","0.00"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Germany (DE)","Luxembourg (LU)","128.43"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Luxembourg (LU)","Germany (DE)","0.00"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Germany (DE)","Netherlands (NL)","1317.09"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Netherlands (NL)","Germany (DE)","0.00"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Germany (DE)","Norway (NO)","1382.31"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Norway (NO)","Germany (DE)","0.00"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Germany (DE)","Poland (PL)","1145.79"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Poland (PL)","Germany (DE)","0.00"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Germany (DE)","Sweden (SE)","203.42"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Sweden (SE)","Germany (DE)","0.00"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Germany (DE)","Switzerland (CH)","3792.04"
"01/01/2026 08:45:00 - 01/01/2026 09:00:00","Switzerland (CH)","Germany (DE)","0.00"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Germany (DE)","Austria (AT)","2680.60"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Austria (AT)","Germany (DE)","0.00"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Germany (DE)","Belgium (BE)","101.16"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Belgium (BE)","Germany (DE)","0.00"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Germany (DE)","Czech Republic (CZ)","1301.82"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Czech Republic (CZ)","Germany (DE)","0.00"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Germany (DE)","Denmark (DK)","2900.20"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Denmark (DK)","Germany (DE)","0.00"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Germany (DE)","France (FR)","2099.65"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","France (FR)","Germany (DE)","0.00"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Germany (DE)","Luxembourg (LU)","140.75"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Luxembourg (LU)","Germany (DE)","0.00"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Germany (DE)","Netherlands (NL)","1618.84"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Netherlands (NL)","Germany (DE)","0.00"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Germany (DE)","Norway (NO)","1207.31"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Norway (NO)","Germany (DE)","0.00"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Germany (DE)","Poland (PL)","1094.16"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Poland (PL)","Germany (DE)","0.00"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Germany (DE)","Sweden (SE)","203.43"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Sweden (SE)","Germany (DE)","0.00"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Germany (DE)","Switzerland (CH)","4025.64"
"01/01/2026 09:00:00 - 01/01/2026 09:15:00","Switzerland (CH)","Germany (DE)","0.00"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Germany (DE)","Austria (AT)","2517.12"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Austria (AT)","Germany (DE)","0.00"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Germany (DE)","Belgium (BE)","0.00"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Belgium (BE)","Germany (DE)","82.06"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Germany (DE)","Czech Republic (CZ)","1362.33"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Czech Republic (CZ)","Germany (DE)","0.00"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Germany (DE)","Denmark (DK)","2845.90"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Denmark (DK)","Germany (DE)","0.00"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Germany (DE)","France (FR)","1942.92"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","France (FR)","Germany (DE)","0.00"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Germany (DE)","Luxembourg (LU)","137.54"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Luxembourg (LU)","Germany (DE)","0.00"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Germany (DE)","Netherlands (NL)","2127.83"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Netherlands (NL)","Germany (DE)","0.00"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Germany (DE)","Norway (NO)","1128.48"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Norway (NO)","Germany (DE)","0.00"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Germany (DE)","Poland (PL)","1074.88"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Poland (PL)","Germany (DE)","0.00"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Germany (DE)","Sweden (SE)","203.43"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Sweden (SE)","Germany (DE)","0.00"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Germany (DE)","Switzerland (CH)","4031.68"
"01/01/2026 09:15:00 - 01/01/2026 09:30:00","Switzerland (CH)","Germany (DE)","0.00"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Germany (DE)","Austria (AT)","2622.14"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Austria (AT)","Germany (DE)","0.00"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Germany (DE)","Belgium (BE)","0.00"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Belgium (BE)","Germany (DE)","151.98"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Germany (DE)","Czech Republic (CZ)","1400.97"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Czech Republic (CZ)","Germany (DE)","0.00"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Germany (DE)","Denmark (DK)","2751.26"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Denmark (DK)","Germany (DE)","0.00"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Germany (DE)","France (FR)","1723.31"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","France (FR)","Germany (DE)","0.00"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Germany (DE)","Luxembourg (LU)","122.96"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Luxembourg (LU)","Germany (DE)","0.00"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Germany (DE)","Netherlands (NL)","2352.41"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Netherlands (NL)","Germany (DE)","0.00"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Germany (DE)","Norway (NO)","1111.92"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Norway (NO)","Germany (DE)","0.00"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Germany (DE)","Poland (PL)","913.83"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Poland (PL)","Germany (DE)","0.00"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Germany (DE)","Sweden (SE)","203.43"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Sweden (SE)","Germany (DE)","0.00"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Germany (DE)","Switzerland (CH)","3860.03"
"01/01/2026 09:30:00 - 01/01/2026 09:45:00","Switzerland (CH)","Germany (DE)","0.00"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Germany (DE)","Austria (AT)","2638.20"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Austria (AT)","Germany (DE)","0.00"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Germany (DE)","Belgium (BE)","0.00"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Belgium (BE)","Germany (DE)","254.39"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Germany (DE)","Czech Republic (CZ)","1515.71"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Czech Republic (CZ)","Germany (DE)","0.00"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Germany (DE)","Denmark (DK)","2939.23"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Denmark (DK)","Germany (DE)","0.00"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Germany (DE)","France (FR)","1622.02"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","France (FR)","Germany (DE)","0.00"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Germany (DE)","Luxembourg (LU)","131.23"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Luxembourg (LU)","Germany (DE)","0.00"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Germany (DE)","Netherlands (NL)","2667.20"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Netherlands (NL)","Germany (DE)","0.00"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Germany (DE)","Norway (NO)","1086.44"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Norway (NO)","Germany (DE)","0.00"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Germany (DE)","Poland (PL)","1019.73"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Poland (PL)","Germany (DE)","0.00"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Germany (DE)","Sweden (SE)","203.43"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Sweden (SE)","Germany (DE)","0.00"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Germany (DE)","Switzerland (CH)","3757.98"
"01/01/2026 09:45:00 - 01/01/2026 10:00:00","Switzerland (CH)","Germany (DE)","0.00"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Germany (DE)","Austria (AT)","2690.39"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Austria (AT)","Germany (DE)","0.00"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Germany (DE)","Belgium (BE)","0.00"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Belgium (BE)","Germany (DE)","415.08"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Germany (DE)","Czech Republic (CZ)","1535.90"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Czech Republic (CZ)","Germany (DE)","0.00"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Germany (DE)","Denmark (DK)","2966.77"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Denmark (DK)","Germany (DE)","0.00"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Germany (DE)","France (FR)","1744.30"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","France (FR)","Germany (DE)","0.00"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Germany (DE)","Luxembourg (LU)","176.54"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Luxembourg (LU)","Germany (DE)","0.00"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Germany (DE)","Netherlands (NL)","2801.79"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Netherlands (NL)","Germany (DE)","0.00"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Germany (DE)","Norway (NO)","1022.82"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Norway (NO)","Germany (DE)","0.00"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Germany (DE)","Poland (PL)","643.77"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Poland (PL)","Germany (DE)","0.00"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Germany (DE)","Sweden (SE)","203.42"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Sweden (SE)","Germany (DE)","0.00"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Germany (DE)","Switzerland (CH)","3886.49"
"01/01/2026 10:00:00 - 01/01/2026 10:15:00","Switzerland (CH)","Germany (DE)","0.00"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Germany (DE)","Austria (AT)","2771.24"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Austria (AT)","Germany (DE)","0.00"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Germany (DE)","Belgium (BE)","0.00"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Belgium (BE)","Germany (DE)","494.00"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Germany (DE)","Czech Republic (CZ)","1554.48"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Czech Republic (CZ)","Germany (DE)","0.00"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Germany (DE)","Denmark (DK)","3050.54"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Denmark (DK)","Germany (DE)","0.00"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Germany (DE)","France (FR)","1639.10"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","France (FR)","Germany (DE)","0.00"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Germany (DE)","Luxembourg (LU)","174.45"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Luxembourg (LU)","Germany (DE)","0.00"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Germany (DE)","Netherlands (NL)","3164.94"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Netherlands (NL)","Germany (DE)","0.00"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Germany (DE)","Norway (NO)","980.03"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Norway (NO)","Germany (DE)","0.00"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Germany (DE)","Poland (PL)","725.19"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Poland (PL)","Germany (DE)","0.00"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Germany (DE)","Sweden (SE)","203.43"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Sweden (SE)","Germany (DE)","0.00"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Germany (DE)","Switzerland (CH)","3756.19"
"01/01/2026 10:15:00 - 01/01/2026 10:30:00","Switzerland (CH)","Germany (DE)","0.00"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Germany (DE)","Austria (AT)","2742.28"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Austria (AT)","Germany (DE)","0.00"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Germany (DE)","Belgium (BE)","0.00"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Belgium (BE)","Germany (DE)","436.04"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Germany (DE)","Czech Republic (CZ)","1587.76"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Czech Republic (CZ)","Germany (DE)","0.00"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Germany (DE)","Denmark (DK)","3149.11"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Denmark (DK)","Germany (DE)","0.00"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Germany (DE)","France (FR)","1627.98"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","France (FR)","Germany (DE)","0.00"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Germany (DE)","Luxembourg (LU)","175.39"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Luxembourg (LU)","Germany (DE)","0.00"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Germany (DE)","Netherlands (NL)","3182.32"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Netherlands (NL)","Germany (DE)","0.00"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Germany (DE)","Norway (NO)","965.39"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Norway (NO)","Germany (DE)","0.00"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Germany (DE)","Poland (PL)","694.23"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Poland (PL)","Germany (DE)","0.00"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Germany (DE)","Sweden (SE)","203.42"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Sweden (SE)","Germany (DE)","0.00"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Germany (DE)","Switzerland (CH)","3571.19"
"01/01/2026 10:30:00 - 01/01/2026 10:45:00","Switzerland (CH)","Germany (DE)","0.00"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Germany (DE)","Austria (AT)","2740.63"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Austria (AT)","Germany (DE)","0.00"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Germany (DE)","Belgium (BE)","0.00"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Belgium (BE)","Germany (DE)","121.46"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Germany (DE)","Czech Republic (CZ)","1635.64"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Czech Republic (CZ)","Germany (DE)","0.00"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Germany (DE)","Denmark (DK)","3181.08"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Denmark (DK)","Germany (DE)","0.00"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Germany (DE)","France (FR)","1409.87"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","France (FR)","Germany (DE)","0.00"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Germany (DE)","Luxembourg (LU)","147.95"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Luxembourg (LU)","Germany (DE)","0.00"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Germany (DE)","Netherlands (NL)","2822.80"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Netherlands (NL)","Germany (DE)","0.00"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Germany (DE)","Norway (NO)","952.65"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Norway (NO)","Germany (DE)","0.00"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Germany (DE)","Poland (PL)","729.62"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Poland (PL)","Germany (DE)","0.00"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Germany (DE)","Sweden (SE)","203.40"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Sweden (SE)","Germany (DE)","0.00"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Germany (DE)","Switzerland (CH)","3380.20"
"01/01/2026 10:45:00 - 01/01/2026 11:00:00","Switzerland (CH)","Germany (DE)","0.00"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Germany (DE)","Austria (AT)","2892.94"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Austria (AT)","Germany (DE)","0.00"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Germany (DE)","Belgium (BE)","0.00"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Belgium (BE)","Germany (DE)","171.39"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Germany (DE)","Czech Republic (CZ)","1725.93"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Czech Republic (CZ)","Germany (DE)","0.00"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Germany (DE)","Denmark (DK)","3049.83"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Denmark (DK)","Germany (DE)","0.00"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Germany (DE)","France (FR)","1618.05"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","France (FR)","Germany (DE)","0.00"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Germany (DE)","Luxembourg (LU)","174.72"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Luxembourg (LU)","Germany (DE)","0.00"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Germany (DE)","Netherlands (NL)","2523.00"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Netherlands (NL)","Germany (DE)","0.00"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Germany (DE)","Norway (NO)","837.03"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Norway (NO)","Germany (DE)","0.00"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Germany (DE)","Poland (PL)","758.03"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Poland (PL)","Germany (DE)","0.00"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Germany (DE)","Sweden (SE)","203.44"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Sweden (SE)","Germany (DE)","0.00"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Germany (DE)","Switzerland (CH)","3480.94"
"01/01/2026 11:00:00 - 01/01/2026 11:15:00","Switzerland (CH)","Germany (DE)","0.00"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Germany (DE)","Austria (AT)","2915.89"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Austria (AT)","Germany (DE)","0.00"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Germany (DE)","Belgium (BE)","680.47"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Belgium (BE)","Germany (DE)","0.00"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Germany (DE)","Czech Republic (CZ)","1714.31"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Czech Republic (CZ)","Germany (DE)","0.00"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Germany (DE)","Denmark (DK)","3068.69"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Denmark (DK)","Germany (DE)","0.00"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Germany (DE)","France (FR)","1425.52"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","France (FR)","Germany (DE)","0.00"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Germany (DE)","Luxembourg (LU)","122.05"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Luxembourg (LU)","Germany (DE)","0.00"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Germany (DE)","Netherlands (NL)","2007.14"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Netherlands (NL)","Germany (DE)","0.00"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Germany (DE)","Norway (NO)","809.68"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Norway (NO)","Germany (DE)","0.00"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Germany (DE)","Poland (PL)","681.56"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Poland (PL)","Germany (DE)","0.00"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Germany (DE)","Sweden (SE)","203.44"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Sweden (SE)","Germany (DE)","0.00"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Germany (DE)","Switzerland (CH)","3396.62"
"01/01/2026 11:15:00 - 01/01/2026 11:30:00","Switzerland (CH)","Germany (DE)","0.00"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Germany (DE)","Austria (AT)","2859.92"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Austria (AT)","Germany (DE)","0.00"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Germany (DE)","Belgium (BE)","581.84"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Belgium (BE)","Germany (DE)","0.00"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Germany (DE)","Czech Republic (CZ)","1756.84"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Czech Republic (CZ)","Germany (DE)","0.00"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Germany (DE)","Denmark (DK)","3096.20"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Denmark (DK)","Germany (DE)","0.00"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Germany (DE)","France (FR)","1406.83"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","France (FR)","Germany (DE)","0.00"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Germany (DE)","Luxembourg (LU)","126.61"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Luxembourg (LU)","Germany (DE)","0.00"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Germany (DE)","Netherlands (NL)","2072.64"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Netherlands (NL)","Germany (DE)","0.00"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Germany (DE)","Norway (NO)","807.16"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Norway (NO)","Germany (DE)","0.00"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Germany (DE)","Poland (PL)","701.91"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Poland (PL)","Germany (DE)","0.00"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Germany (DE)","Sweden (SE)","203.45"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Sweden (SE)","Germany (DE)","0.00"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Germany (DE)","Switzerland (CH)","3335.00"
"01/01/2026 11:30:00 - 01/01/2026 11:45:00","Switzerland (CH)","Germany (DE)","0.00"
