Time,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Water Reservoir,Nuclear,Other,Wind Onshore,??,BE,DK,FR,IE,NL,NO
2025-01-01 00:00:00,962,3711,0,0,0,744,5062,223,15799,0,564,0,2542,610,0,0
2025-01-01 00:30:00,1097,3935,0,0,0,745,5059,281,15317,0,562,0,2534,404,0,0
2025-01-01 01:00:00,1106,3769,0,0,0,744,5056,293,14992,0,198,0,2346,506,0,0
2025-01-01 01:30:00,1083,3719,0,0,0,745,5057,223,14580,0,200,0,2342,454,0,0
2025-01-01 02:00:00,1007,3675,0,0,0,737,5057,229,14685,0,630,0,2440,484,0,288
2025-01-01 02:30:00,818,3260,0,0,0,757,5054,241,15020,0,640,0,2442,466,0,322
2025-01-01 03:00:00,794,3012,0,0,0,763,5056,259,14831,0,782,0,2390,512,0,330
2025-01-01 03:30:00,788,2974,0,0,0,764,5056,205,15021,0,782,0,2396,534,0,348
2025-01-01 04:00:00,796,2915,0,0,0,763,5057,315,15078,0,858,264,2564,534,0,542
2025-01-01 04:30:00,837,2809,0,0,0,762,5047,375,14844,0,858,282,2574,588,0,586
2025-01-01 05:00:00,859,2928,0,0,0,760,5059,314,14732,0,790,284,2572,626,0,826
2025-01-01 05:30:00,854,2798,0,0,0,759,5058,252,14897,0,782,282,2572,472,0,826
2025-01-01 06:00:00,776,2672,0,0,0,753,5060,263,15220,0,340,166,2574,322,0,524
2025-01-01 06:30:00,771,2662,0,0,0,747,5068,230,15208,0,322,146,2548,208,0,490
2025-01-01 07:00:00,765,2654,0,0,0,770,5067,193,14793,0,0,0,1924,312,0,444
2025-01-01 07:30:00,773,2666,0,0,0,773,5063,214,14333,0,0,0,1896,310,0,430
2025-01-01 08:00:00,781,2602,0,0,0,771,5063,254,14112,0,0,0,1612,460,0,24
2025-01-01 08:30:00,796,2283,0,0,0,771,5055,708,14301,0,0,0,1552,634,0,0
2025-01-01 09:00:00,783,2267,0,0,0,770,5064,316,14558,0,0,0,324,822,0,0
2025-01-01 09:30:00,797,2074,0,0,0,769,5058,498,14907,0,0,0,240,830,0,0
2025-01-01 10:00:00,831,1954,0,0,0,773,5057,415,15026,0,0,0,0,830,0,0
2025-01-01 10:30:00,981,2088,0,0,0,789,5060,633,14953,0,0,0,0,904,0,0
2025-01-01 11:00:00,1063,1826,0,0,0,831,5056,255,14923,0,0,0,0,980,0,0
2025-01-01 11:30:00,1135,1833,0,0,0,998,5054,288,14908,0,0,0,0,948,0,0
2025-01-01 12:00:00,1149,2062,0,0,0,1010,5047,267,14927,0,0,0,0,736,0,0
2025-01-01 12:30:00,1153,2343,0,0,0,1032,5047,279,15045,0,0,0,0,694,0,0
2025-01-01 13:00:00,1249,2397,0,0,4,1095,5046,243,15258,0,0,0,0,584,0,0
2025-01-01 13:30:00,1369,2649,0,0,32,1110,5049,277,14980,0,0,0,0,680,0,0
2025-01-01 14:00:00,1555,2496,0,0,0,1057,5051,264,15115,0,0,0,0,660,0,0
2025-01-01 14:30:00,1953,3072,0,0,0,1040,5054,327,14464,0,0,0,0,636,0,0
2025-01-01 15:00:00,2267,4425,0,0,200,1040,5051,361,13197,0,0,0,0,852,0,0
2025-01-01 15:30:00,2386,5057,0,0,306,1044,5062,506,12500,0,0,0,0,914,0,0
2025-01-01 16:00:00,2404,5206,0,0,590,1115,5057,742,12818,0,0,0,0,960,0,0
2025-01-01 16:30:00,2422,6207,0,0,778,1115,5055,870,13009,0,0,0,0,980,0,0
2025-01-01 17:00:00,2436,6570,0,0,812,1127,5061,1031,12780,0,0,0,0,980,0,0
2025-01-01 17:30:00,2445,6578,0,0,834,1130,5062,1026,12730,0,0,0,0,980,0,0
2025-01-01 18:00:00,2451,6635,0,0,980,1130,5055,975,12149,0,0,0,0,980,0,0
2025-01-01 18:30:00,2441,6572,0,0,744,1132,5063,800,12115,0,0,0,0,982,0,0
2025-01-01 19:00:00,2443,6397,0,0,596,1075,5054,618,11929,0,0,0,0,980,0,0
2025-01-01 19:30:00,2444,6313,0,0,512,1070,5059,442,11687,0,0,0,0,980,0,0
2025-01-01 20:00:00,2458,6285,0,0,442,1038,5060,333,11363,0,0,0,0,978,0,0
2025-01-01 20:30:00,2458,5947,0,0,210,1021,5061,364,10726,0,0,0,0,978,0,0
2025-01-01 21:00:00,2459,5259,0,0,166,1011,5054,454,10323,0,0,0,0,978,0,0
2025-01-01 21:30:00,2458,4704,0,0,218,993,5063,464,9733,0,0,0,0,978,0,0
2025-01-01 22:00:00,2456,4188,0,0,242,991,5056,313,9466,0,0,0,0,978,0,0
2025-01-01 22:30:00,2442,3795,0,0,296,991,5060,210,8632,0,0,0,0,954,0,0
2025-01-01 23:00:00,2457,3023,0,0,140,983,5061,192,8587,0,0,0,0,830,0,0
2025-01-01 23:30:00,2459,2740,0,0,0,936,5061,189,8389,0,0,0,0,742,0,0
2025-01-02 00:00:00,2437,2735,0,0,332,924,5058,297,7429,0,0,0,0,572,0,0
2025-01-02 00:30:00,2452,2889,0,0,280,888,5062,451,7573,0,0,0,0,476,0,0
2025-01-02 01:00:00,2440,2809,0,0,66,873,5067,416,7494,0,0,0,0,442,0,0
2025-01-02 01:30:00,2404,2366,0,0,0,769,5063,293,7940,0,0,0,0,568,0,0
2025-01-02 02:00:00,2267,2052,0,0,42,745,5054,277,8382,0,0,0,0,788,0,0
2025-01-02 02:30:00,2335,2158,0,0,40,744,5058,318,7557,0,0,0,0,862,0,0
2025-01-02 03:00:00,2434,2115,0,0,0,745,5052,330,7756,0,0,0,0,844,0,0
2025-01-02 03:30:00,2336,2107,0,0,0,743,5050,217,8347,0,0,0,0,834,0,0
2025-01-02 04:00:00,2361,2436,0,0,0,743,5053,208,7796,0,0,0,0,830,0,0
2025-01-02 04:30:00,2187,2590,0,0,0,743,5053,197,8157,0,0,0,0,830,0,0
2025-01-02 05:00:00,1791,2908,0,0,0,743,5053,309,8322,0,0,0,0,832,0,0
2025-01-02 05:30:00,1838,3183,0,0,0,744,5051,210,8713,0,0,0,0,822,0,0
2025-01-02 06:00:00,1791,4514,0,0,0,847,5048,376,8475,0,0,0,0,716,0,0
2025-01-02 06:30:00,1803,6612,0,0,92,953,5053,388,7981,0,48,0,0,608,0,0
2025-01-02 07:00:00,1800,8966,0,0,306,980,5054,720,8362,0,854,0,0,596,0,0
2025-01-02 07:30:00,1806,10271,0,0,314,978,5057,738,8899,0,850,0,0,678,0,0
2025-01-02 08:00:00,1811,10839,0,0,428,959,5051,495,9506,0,0,0,0,906,0,0
2025-01-02 08:30:00,1811,11883,0,0,518,966,5055,574,9139,0,0,0,0,916,0,0
2025-01-02 09:00:00,1769,12245,0,0,304,978,5067,464,9175,0,0,0,0,976,0,0
2025-01-02 09:30:00,1766,12046,0,0,0,972,5065,335,9917,0,0,0,0,980,0,0
2025-01-02 10:00:00,1766,12362,0,0,76,957,5057,245,9771,0,0,0,0,982,0,0
2025-01-02 10:30:00,1718,12354,0,0,0,956,5057,229,9592,0,0,0,0,982,0,0
2025-01-02 11:00:00,1715,12391,0,0,116,956,5059,245,9745,0,84,0,0,982,0,0
2025-01-02 11:30:00,1730,12011,0,0,234,955,5048,226,9745,0,70,0,0,982,0,0
2025-01-02 12:00:00,1811,11323,0,0,0,954,5047,254,10433,0,0,0,0,982,0,0
2025-01-02 12:30:00,1812,11554,0,0,62,953,5051,225,10281,0,0,0,0,980,0,0
2025-01-02 13:00:00,1799,12257,0,0,8,944,5047,245,9657,0,0,0,0,982,0,0
2025-01-02 13:30:00,1801,12392,0,0,0,1020,5048,206,9864,0,0,0,0,982,0,0
2025-01-02 14:00:00,1808,12918,0,0,214,1105,5048,299,9912,0,0,0,0,984,0,0
2025-01-02 14:30:00,1810,13707,0,0,564,1106,5049,240,10161,0,0,0,0,982,0,0
2025-01-02 15:00:00,1813,13907,0,0,1030,1117,5047,495,10266,0,0,0,0,982,0,0
2025-01-02 15:30:00,1813,14507,0,0,1306,1118,5045,459,10575,0,0,0,0,982,0,0
2025-01-02 16:00:00,1809,14718,0,0,1326,1154,5050,516,10648,0,0,0,0,982,0,0
2025-01-02 16:30:00,1819,15259,0,0,1498,1154,5047,1090,10222,0,0,0,0,982,0,0
2025-01-02 17:00:00,1813,15461,0,0,1372,1153,5046,1181,10435,0,0,0,0,982,0,0
2025-01-02 17:30:00,1811,15123,0,0,1330,1119,5054,1033,11520,0,0,0,0,982,0,0
2025-01-02 18:00:00,1817,15218,0,0,1222,993,5051,650,12249,0,0,0,0,982,0,0
2025-01-02 18:30:00,1809,15109,0,0,954,990,5060,528,12297,0,0,0,0,982,0,0
2025-01-02 19:00:00,1805,14970,0,0,386,974,5059,371,12746,0,0,0,0,982,0,0
2025-01-02 19:30:00,1807,14108,0,0,0,970,5062,236,12723,0,0,0,0,982,0,0
2025-01-02 20:00:00,1813,12462,0,0,0,933,5053,403,12618,0,0,0,0,982,0,0
2025-01-02 20:30:00,1789,11220,0,0,0,931,5050,449,12471,0,0,0,0,982,0,0
2025-01-02 21:00:00,1791,9466,0,0,0,921,5052,428,12657,0,0,0,0,980,0,0
2025-01-02 21:30:00,1780,8169,0,0,0,914,5045,312,12524,0,0,0,0,982,0,0
2025-01-02 22:00:00,1787,6868,0,0,0,772,5046,333,12643,0,0,0,0,982,0,0
2025-01-02 22:30:00,1732,5735,0,0,0,771,5050,189,12646,0,0,0,0,982,0,0
2025-01-02 23:00:00,1711,4598,0,0,0,716,5048,231,12930,0,0,0,0,916,0,0
2025-01-02 23:30:00,1715,3686,0,0,0,718,5049,206,12799,0,0,0,0,962,0,0
2025-01-03 00:00:00,1773,3353,0,0,0,720,5047,274,12999,0,0,0,0,980,0,0
2025-01-03 00:30:00,1788,3501,0,0,0,705,5045,361,12760,0,0,0,0,980,0,0
2025-01-03 01:00:00,1780,3184,0,0,0,687,5049,344,12992,0,0,0,0,982,0,0
2025-01-03 01:30:00,1784,2572,0,0,0,673,5045,300,13099,0,0,0,0,942,0,0
2025-01-03 02:00:00,1780,2319,0,0,0,658,5030,305,13289,0,0,0,0,900,0,0
2025-01-03 02:30:00,1783,2186,0,0,0,654,5025,319,13567,0,0,0,0,900,0,0
2025-01-03 03:00:00,1633,2254,0,0,0,663,5024,216,13995,0,0,0,0,900,0,0
2025-01-03 03:30:00,1462,2298,0,0,0,670,5023,207,14051,0,0,0,0,900,0,0
2025-01-03 04:00:00,1549,2464,0,0,0,677,5024,232,14028,0,76,0,0,900,0,0
2025-01-03 04:30:00,1457,2718,0,0,0,682,5024,208,13961,0,82,0,0,880,0,0
2025-01-03 05:00:00,1636,3063,0,0,0,652,5016,366,13595,0,174,0,0,728,0,0
2025-01-03 05:30:00,1811,3619,0,0,0,639,5016,373,13242,0,176,0,0,588,0,0
2025-01-03 06:00:00,2133,5262,0,0,0,678,5012,534,13235,0,340,0,380,432,0,0
2025-01-03 06:30:00,2332,7187,0,0,0,707,5014,427,12739,0,340,0,376,564,0,0
2025-01-03 07:00:00,2436,9052,0,0,36,786,5014,269,12736,0,148,0,0,848,0,0
2025-01-03 07:30:00,2450,10677,0,0,62,941,5016,268,12778,0,148,0,0,976,0,0
2025-01-03 08:00:00,2451,11876,0,0,28,968,5015,257,12720,0,162,0,0,980,0,0
2025-01-03 08:30:00,2458,12537,0,0,54,1063,5011,558,12603,0,112,0,0,982,0,0
2025-01-03 09:00:00,2388,12208,0,0,0,1044,5019,325,12561,0,0,0,0,982,0,0
2025-01-03 09:30:00,2303,11648,0,0,0,1039,5015,329,12709,0,0,0,0,982,0,0
2025-01-03 10:00:00,2369,11581,0,0,0,1035,5022,357,12499,0,0,0,0,984,0,0
2025-01-03 10:30:00,2355,11303,0,0,0,1034,5021,317,12138,0,0,0,0,984,0,0
2025-01-03 11:00:00,2357,11240,0,0,0,980,5028,297,11955,0,0,0,0,984,0,0
2025-01-03 11:30:00,2410,11426,0,0,0,977,5027,216,11694,0,0,0,0,982,0,0
2025-01-03 12:00:00,2421,11525,0,0,0,1049,5028,230,11363,0,0,0,0,984,0,0
2025-01-03 12:30:00,2429,11837,0,0,0,1049,5023,240,10907,0,0,0,0,984,0,0
2025-01-03 13:00:00,2293,11943,0,0,0,1087,5024,354,10636,0,0,0,0,984,0,0
2025-01-03 13:30:00,2263,12710,0,0,0,1087,5026,366,10137,0,0,0,0,984,0,0
2025-01-03 14:00:00,2277,13612,0,0,0,1087,5016,372,9597,0,0,0,0,984,0,0
2025-01-03 14:30:00,2272,15022,0,0,124,1087,5020,281,9241,0,0,0,0,984,0,0
2025-01-03 15:00:00,2270,16546,0,0,132,1106,5024,217,9289,0,0,0,0,984,0,0
2025-01-03 15:30:00,2256,17675,0,0,234,1124,5023,257,8384,0,0,0,0,984,0,0
2025-01-03 16:00:00,2259,18592,0,0,488,1177,5028,493,7655,0,0,0,0,984,0,0
2025-01-03 16:30:00,2279,19323,0,0,1254,1176,5025,869,7376,0,0,0,0,984,0,0
2025-01-03 17:00:00,2274,19780,0,0,1304,1175,5029,1468,6758,0,0,0,0,984,0,0
2025-01-03 17:30:00,2273,19959,0,0,1138,1174,5027,1578,6273,0,0,0,0,984,0,0
2025-01-03 18:00:00,2274,19908,0,0,1186,1174,5027,1399,5691,0,0,0,0,984,0,0
2025-01-03 18:30:00,2282,19862,0,0,1284,1173,5039,1321,5367,0,0,0,0,984,0,0
2025-01-03 19:00:00,2280,19694,0,0,1312,1156,5031,1021,5008,0,0,0,0,984,0,0
2025-01-03 19:30:00,2280,19494,0,0,1308,1157,5038,591,4733,0,0,0,0,984,0,0
2025-01-03 20:00:00,2280,19486,0,0,860,1128,5030,393,4100,0,0,0,0,984,0,0
2025-01-03 20:30:00,2279,19367,0,0,894,1125,5032,246,3451,0,0,0,0,984,0,0
2025-01-03 21:00:00,2277,19032,0,0,426,1119,5032,193,3228,0,0,0,0,982,0,0
2025-01-03 21:30:00,2270,18146,0,0,288,1120,5031,197,3149,0,0,0,0,984,0,0
2025-01-03 22:00:00,2278,16364,0,0,290,1107,5033,268,3144,0,0,0,0,984,0,0
2025-01-03 22:30:00,2278,15065,0,0,292,1099,5026,220,2936,0,0,0,0,982,0,0
2025-01-03 23:00:00,2275,13095,0,0,88,847,5028,268,3110,0,0,0,0,982,0,0
2025-01-03 23:30:00,2279,12385,0,0,0,842,5033,215,3467,0,0,0,0,982,0,0
2025-01-04 00:00:00,2280,12253,0,0,0,797,5024,231,3400,0,0,0,0,908,0,0
2025-01-04 00:30:00,2281,12226,0,0,122,791,5030,235,3023,0,0,0,0,756,0,0
2025-01-04 01:00:00,2305,12187,0,0,0,781,5028,284,2651,0,0,0,0,660,0,0
2025-01-04 01:30:00,2277,11626,0,0,0,765,5028,298,2539,0,0,0,0,656,0,0
2025-01-04 02:00:00,2278,11349,0,0,72,677,5007,241,2511,0,0,0,0,654,0,0
2025-01-04 02:30:00,2270,10868,0,0,0,659,4991,198,3145,0,0,0,0,654,0,0
2025-01-04 03:00:00,2280,10680,0,0,0,659,4995,260,3480,0,0,0,0,656,0,0
2025-01-04 03:30:00,2246,10600,0,0,0,671,5000,187,3573,0,0,0,0,656,0,0
2025-01-04 04:00:00,2116,10444,0,0,0,671,4996,213,3505,0,0,0,0,654,0,0
2025-01-04 04:30:00,2106,10205,0,0,0,671,4993,200,3477,0,0,0,0,654,0,0
2025-01-04 05:00:00,2110,11319,0,0,0,670,4998,247,3877,0,0,0,0,654,0,0
2025-01-04 05:30:00,2108,11675,0,0,0,689,4992,218,4102,0,0,0,0,654,0,0
2025-01-04 06:00:00,2137,12330,0,0,0,782,4993,202,4145,0,0,0,0,566,0,0
2025-01-04 06:30:00,2187,12643,0,0,0,807,4991,192,4210,0,0,0,0,462,0,0
2025-01-04 07:00:00,2244,13949,0,0,0,842,4986,204,4207,0,0,0,0,510,0,0
2025-01-04 07:30:00,2266,15011,0,0,0,859,4985,198,4265,0,0,0,0,772,0,0
2025-01-04 08:00:00,2292,16272,0,0,62,958,4982,391,4287,0,0,0,0,976,0,0
2025-01-04 08:30:00,2290,17618,0,0,0,957,4984,480,4191,0,0,0,0,984,0,0
2025-01-04 09:00:00,2290,18173,0,0,0,957,4986,249,4377,0,0,0,0,984,0,0
2025-01-04 09:30:00,2291,18700,0,0,152,968,4991,260,4406,0,0,0,0,984,0,0
2025-01-04 10:00:00,2293,18895,0,0,166,969,4990,356,4356,0,0,0,0,984,0,0
2025-01-04 10:30:00,2291,19372,0,0,140,874,4994,410,4328,0,0,0,0,984,0,0
2025-01-04 11:00:00,2272,19627,0,0,210,865,4995,449,4446,0,0,0,0,984,0,0
2025-01-04 11:30:00,2290,19682,0,0,150,991,5001,325,4473,0,0,0,0,984,0,0
2025-01-04 12:00:00,2267,19199,0,0,360,1069,4994,293,4412,0,0,0,0,984,0,0
2025-01-04 12:30:00,2267,19405,0,0,218,1060,4999,239,4401,0,0,0,0,984,0,0
2025-01-04 13:00:00,2262,19634,0,0,294,873,4992,397,4264,0,0,0,0,984,0,0
2025-01-04 13:30:00,2263,19711,0,0,202,877,5000,400,4304,0,0,0,0,984,0,0
2025-01-04 14:00:00,2273,19663,0,0,138,1111,5010,281,4326,0,0,0,0,984,0,0
2025-01-04 14:30:00,2278,19757,0,0,182,1103,4993,279,4305,0,0,0,0,984,0,0
2025-01-04 15:00:00,2281,19991,0,0,290,936,4993,278,4154,0,0,0,0,984,0,0
2025-01-04 15:30:00,2280,20142,0,0,322,838,4990,302,4183,0,0,0,0,980,0,0
2025-01-04 16:00:00,2281,20264,0,0,732,856,4990,527,4165,0,0,0,0,938,0,0
2025-01-04 16:30:00,2372,20621,0,0,922,857,4993,978,4139,0,0,0,0,984,0,0
2025-01-04 17:00:00,2443,20968,0,0,1194,868,4983,1267,4077,0,0,0,0,984,0,0
2025-01-04 17:30:00,2450,20924,0,0,1186,867,4988,1302,4250,0,0,0,0,984,0,0
2025-01-04 18:00:00,2450,20837,0,0,984,859,4986,1030,4519,0,0,0,0,952,0,0
2025-01-04 18:30:00,2450,20713,0,0,762,881,4981,359,5019,0,0,0,0,868,0,0
2025-01-04 19:00:00,2450,19874,0,0,464,862,4988,224,5199,0,0,0,0,640,0,0
2025-01-04 19:30:00,2450,19133,0,0,286,864,4994,187,5398,0,0,0,0,546,0,0
2025-01-04 20:00:00,2436,17526,0,0,60,858,4989,241,5441,0,0,0,0,374,0,0
2025-01-04 20:30:00,2437,16175,0,0,0,856,4999,276,5640,0,0,0,0,246,0,0
2025-01-04 21:00:00,2442,14472,0,0,0,856,4998,270,5956,0,0,0,0,244,0,0
2025-01-04 21:30:00,2437,12957,0,0,0,856,5002,269,6381,0,0,0,0,342,0,0
2025-01-04 22:00:00,2444,10913,0,0,0,856,5001,278,6808,0,0,0,0,344,0,0
2025-01-04 22:30:00,2445,8586,0,0,0,856,4999,364,7158,0,0,0,0,378,0,0
2025-01-04 23:00:00,2447,7129,0,0,0,841,4996,372,7395,0,0,0,0,506,0,0
2025-01-04 23:30:00,2449,5953,0,0,0,829,4995,355,7698,0,0,0,0,596,0,0
2025-01-05 00:00:00,2445,5148,0,0,22,780,5005,313,8390,0,0,0,0,352,0,0
2025-01-05 00:30:00,2453,4281,0,0,14,844,4992,730,8760,0,0,0,0,172,0,0
2025-01-05 01:00:00,2449,3725,0,0,0,833,4988,826,8718,0,0,0,0,54,0,0
2025-01-05 01:30:00,2447,3324,0,0,0,828,4994,377,8950,0,0,0,0,50,0,0
2025-01-05 02:00:00,2445,2934,0,0,0,633,4999,343,9216,0,0,0,0,278,0,0
2025-01-05 02:30:00,2445,2590,0,0,0,633,4996,261,9754,0,0,0,0,310,0,0
2025-01-05 03:00:00,2445,2347,0,0,0,613,5004,280,9946,0,0,0,0,300,0,0
2025-01-05 03:30:00,2449,2011,0,0,0,593,5001,298,10210,0,0,0,0,304,0,0
2025-01-05 04:00:00,2128,1987,0,0,0,593,4999,267,10565,0,0,0,0,374,0,0
2025-01-05 04:30:00,1593,1992,0,0,0,594,4993,321,10793,0,0,0,0,306,0,0
2025-01-05 05:00:00,1618,2049,0,0,0,592,4995,311,10608,0,0,0,0,330,0,0
2025-01-05 05:30:00,1758,2048,0,0,0,594,4998,299,10708,0,0,0,0,300,0,0
2025-01-05 06:00:00,1752,2055,0,0,0,606,4998,308,10688,0,0,0,0,346,0,0
2025-01-05 06:30:00,2027,2059,0,0,0,608,4994,352,10566,0,0,0,0,226,0,0
2025-01-05 07:00:00,2385,2176,0,0,0,619,4992,334,10433,0,0,0,0,246,0,0
2025-01-05 07:30:00,2262,2661,0,0,0,634,4988,299,10389,0,0,0,0,148,0,0
2025-01-05 08:00:00,2288,3512,0,0,0,647,4981,646,10232,0,0,0,0,128,0,0
2025-01-05 08:30:00,2404,5230,0,0,196,658,4998,317,10340,0,2,0,0,98,0,0
2025-01-05 09:00:00,2431,6593,0,0,0,717,4991,566,10502,0,152,0,0,244,0,0
2025-01-05 09:30:00,2444,7636,0,0,426,800,4989,450,10587,0,154,0,0,380,0,0
2025-01-05 10:00:00,2447,8756,0,0,430,809,4988,358,10634,0,72,0,0,338,0,0
2025-01-05 10:30:00,2447,9973,0,0,458,808,4990,439,10596,0,22,0,0,496,0,0
2025-01-05 11:00:00,2447,10488,0,0,292,809,4989,342,10438,0,0,0,0,602,0,0
2025-01-05 11:30:00,2449,11429,0,0,180,810,4992,337,10190,0,0,0,0,666,0,0
2025-01-05 12:00:00,2448,12002,0,0,420,696,4990,471,10052,0,0,0,0,726,0,0
2025-01-05 12:30:00,2449,12478,0,0,438,726,5000,440,10096,0,0,0,0,678,0,0
2025-01-05 13:00:00,2444,12974,0,0,200,811,4997,395,9862,0,0,0,0,580,0,0
2025-01-05 13:30:00,2444,13247,0,0,144,840,4997,364,9353,0,0,0,0,540,0,0
2025-01-05 14:00:00,2443,13406,0,0,510,847,5003,224,9224,0,0,0,0,528,0,0
2025-01-05 14:30:00,2441,13953,0,0,368,830,5004,196,9204,0,0,0,0,492,0,0
2025-01-05 15:00:00,2443,14513,0,0,356,807,4999,306,8895,0,0,0,0,566,0,0
2025-01-05 15:30:00,2438,14550,0,0,492,805,4998,247,8772,0,0,0,0,492,0,0
2025-01-05 16:00:00,2447,15028,0,0,798,831,4990,361,8439,0,0,0,0,430,0,0
2025-01-05 16:30:00,2447,15491,0,0,806,952,4993,878,8046,0,0,0,0,550,0,0
2025-01-05 17:00:00,2445,15520,0,0,1122,975,4994,1085,7961,0,0,0,0,762,0,0
2025-01-05 17:30:00,2443,15527,0,0,1228,954,4991,1091,7920,0,0,0,0,812,0,0
2025-01-05 18:00:00,2441,15508,0,0,960,876,4987,522,7947,0,0,0,0,742,0,0
2025-01-05 18:30:00,2443,15295,0,0,626,858,4983,333,8169,0,0,0,0,832,0,0
2025-01-05 19:00:00,2446,14035,0,0,438,842,4985,388,8432,0,0,0,0,758,0,0
2025-01-05 19:30:00,2443,12607,0,0,50,839,4996,300,9301,0,0,0,0,726,0,0
2025-01-05 20:00:00,2437,11054,0,0,0,832,4992,386,9748,0,0,0,0,758,0,0
2025-01-05 20:30:00,2444,9213,0,0,0,832,4991,513,10358,0,0,0,0,742,0,0
2025-01-05 21:00:00,2435,6584,0,0,0,783,4991,680,10984,0,0,0,0,556,0,0
2025-01-05 21:30:00,2402,4262,0,0,0,768,4993,814,11660,0,0,0,0,518,0,0
2025-01-05 22:00:00,2067,2870,0,0,0,704,4991,486,12032,0,0,0,0,602,0,0
2025-01-05 22:30:00,1479,2080,0,0,0,705,4990,420,12175,0,0,0,0,690,0,0
2025-01-05 23:00:00,1401,1845,0,0,0,659,4993,430,12604,0,0,0,0,764,0,0
2025-01-05 23:30:00,1133,1855,0,0,0,644,4987,409,12119,0,0,0,0,832,0,0
2025-01-06 00:00:00,1155,2323,0,0,0,671,4988,454,11672,0,0,0,0,832,0,0
2025-01-06 00:30:00,1155,2462,0,0,0,689,4986,563,11316,0,0,0,0,832,0,0
2025-01-06 01:00:00,1153,2609,0,0,0,686,4990,460,11085,0,0,0,0,830,0,0
2025-01-06 01:30:00,1150,2393,0,0,0,663,4996,267,12019,0,0,18,0,832,0,0
2025-01-06 02:00:00,1151,2414,0,0,0,619,4987,286,12616,0,0,468,0,832,0,0
2025-01-06 02:30:00,1151,2114,0,0,0,619,4987,278,13196,0,0,508,0,830,0,0
2025-01-06 03:00:00,1155,2022,0,0,0,600,4986,388,13422,0,0,820,0,830,0,0
2025-01-06 03:30:00,1150,2107,0,0,0,597,4982,365,13445,0,0,834,0,832,0,0
2025-01-06 04:00:00,1126,2346,0,0,0,599,4980,390,13458,0,0,840,0,830,0,0
2025-01-06 04:30:00,1109,2604,0,0,0,637,4978,405,13703,0,0,838,0,832,0,0
2025-01-06 05:00:00,1105,2589,0,0,0,632,4987,267,13835,0,0,728,0,830,0,0
2025-01-06 05:30:00,1104,2863,0,0,0,606,4985,303,14095,0,0,536,0,808,0,0
2025-01-06 06:00:00,1240,2689,0,0,0,656,4987,272,13816,0,0,0,0,684,0,0
2025-01-06 06:30:00,1501,3891,0,0,0,682,4988,268,13910,0,0,0,0,552,0,0
2025-01-06 07:00:00,1842,5741,0,0,0,703,4982,269,13716,0,0,0,0,732,0,0
2025-01-06 07:30:00,2210,6891,0,0,0,713,4983,375,13759,0,0,0,0,896,0,0
2025-01-06 08:00:00,2364,9606,0,0,286,770,4983,408,13402,0,0,0,0,822,0,0
2025-01-06 08:30:00,2394,11153,0,0,284,806,4982,405,13468,0,0,0,0,890,0,0
2025-01-06 09:00:00,2397,11501,0,0,240,826,4979,344,13763,0,0,0,0,980,0,0
2025-01-06 09:30:00,2405,11572,0,0,320,792,4987,415,14145,0,0,0,0,982,0,0
2025-01-06 10:00:00,2412,11168,0,0,290,717,4985,462,14721,0,0,0,0,982,0,0
2025-01-06 10:30:00,2413,11195,0,0,246,714,4984,395,14642,0,0,0,0,982,0,0
2025-01-06 11:00:00,2412,11442,0,0,48,655,4985,351,14642,0,0,0,0,836,0,0
2025-01-06 11:30:00,2411,11447,0,0,48,656,4983,292,14504,0,0,0,0,714,0,0
2025-01-06 12:00:00,2412,11652,0,0,110,656,4979,326,14428,0,0,0,0,638,0,0
2025-01-06 12:30:00,2409,11607,0,0,276,657,4984,292,14201,0,0,0,0,606,0,0
2025-01-06 13:00:00,2410,11698,0,0,308,684,4978,337,14034,0,0,0,0,488,0,0
2025-01-06 13:30:00,2406,11476,0,0,224,690,4980,277,14057,0,0,0,0,472,0,0
2025-01-06 14:00:00,2408,11188,0,0,168,699,4981,290,14414,0,0,0,0,540,0,0
2025-01-06 14:30:00,2408,11458,0,0,224,730,4972,352,14268,0,0,0,0,602,0,0
2025-01-06 15:00:00,2414,11959,0,0,488,775,4981,301,14268,0,0,0,0,676,0,0
2025-01-06 15:30:00,2410,12830,0,0,524,775,4973,346,14271,0,0,0,0,668,0,0
2025-01-06 16:00:00,2404,13607,0,0,576,790,4977,615,14235,0,0,0,0,784,0,0
2025-01-06 16:30:00,2397,13987,0,0,1170,813,4977,945,14033,0,0,0,0,800,0,0
2025-01-06 17:00:00,2397,14148,0,0,1302,853,4977,1433,13920,0,0,0,0,972,0,0
2025-01-06 17:30:00,2386,14327,0,0,1070,853,4981,1441,13950,0,0,0,0,986,0,0
2025-01-06 18:00:00,2402,14245,0,0,968,854,4978,1131,14156,0,0,0,0,982,0,0
2025-01-06 18:30:00,2395,14128,0,0,832,845,4978,849,13918,0,0,0,0,962,0,0
2025-01-06 19:00:00,2358,14066,0,0,506,795,4982,549,13950,0,0,0,0,826,0,0
2025-01-06 19:30:00,2348,13238,0,0,240,767,4978,376,14086,0,0,0,0,864,0,0
2025-01-06 20:00:00,2356,12114,0,0,98,765,4979,351,14140,0,0,0,0,846,0,0
