Time,Biomass,Energy storage,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and pondage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,BE,CH,DE,ES,GB-CTY,IT,LU
2025-01-01 00:00:00,342,0,0,0,2116,0,109,0,0,0,187,4411,687,0,47140,0,0,0,301,1366,9574,1111,0,0,0,1237,0,0
2025-01-01 00:30:00,362,0,0,0,1890,0,110,0,0,0,149,4409,724,0,45043,0,0,0,299,1366,9801,1111,0,0,0,1237,0,0
2025-01-01 01:00:00,360,0,0,0,1764,0,110,0,0,0,251,4357,726,0,44815,0,0,0,299,1383,9980,1092,0,0,0,1224,0,0
2025-01-01 01:30:00,360,0,0,0,1752,0,110,0,0,0,248,4284,749,0,44465,0,0,0,297,1375,10146,1092,0,0,0,1224,0,0
2025-01-01 02:00:00,359,0,0,0,1630,0,111,0,0,0,63,4282,729,0,44642,0,0,0,296,1382,10190,1285,0,0,0,1137,0,0
2025-01-01 02:30:00,361,0,0,0,1611,0,111,0,0,0,1,4226,658,0,43868,0,0,0,295,1375,10236,1285,0,0,0,1137,0,0
2025-01-01 03:00:00,360,0,0,0,1605,0,110,0,0,0,4,4177,227,0,43233,0,0,0,293,1367,10449,1150,0,0,0,1168,0,0
2025-01-01 03:30:00,357,0,0,0,1641,0,111,0,0,0,0,4091,206,0,42247,0,0,0,296,1397,10547,1150,0,0,0,1168,0,0
2025-01-01 04:00:00,358,0,0,0,1634,0,111,0,0,0,0,3963,210,0,41535,0,0,0,297,1415,10666,1195,0,0,0,1152,0,0
2025-01-01 04:30:00,359,0,0,0,1637,0,111,0,0,0,0,3797,208,0,40994,0,0,0,295,1414,10813,1195,0,0,0,1152,0,0
2025-01-01 05:00:00,361,0,0,0,1625,0,111,0,0,0,0,3760,423,0,41244,0,0,0,296,1409,10972,1004,0,0,0,1225,0,0
2025-01-01 05:30:00,361,0,0,0,1657,0,111,0,0,0,1,3761,426,0,40948,0,0,0,294,1419,11144,1004,0,0,0,1225,0,0
2025-01-01 06:00:00,359,0,0,0,1633,0,111,0,0,0,0,3762,385,0,41634,0,0,0,294,1429,11540,1046,0,0,0,1236,0,0
2025-01-01 06:30:00,359,0,0,0,1654,0,111,0,0,0,0,3858,246,0,41521,0,0,0,295,1436,11893,1046,0,0,0,1236,0,0
2025-01-01 07:00:00,359,0,0,0,1832,0,111,0,0,0,0,3929,286,0,40890,0,0,0,296,1437,12192,1044,0,0,0,1236,0,0
2025-01-01 07:30:00,359,0,0,0,1855,0,110,0,0,0,0,3864,333,0,40663,0,0,0,295,1437,12391,1044,0,0,0,1236,0,0
2025-01-01 08:00:00,360,0,0,0,1859,0,111,0,0,0,86,3862,247,0,41450,0,0,344,297,1437,12588,771,0,0,0,953,0,0
2025-01-01 08:30:00,360,0,0,0,1865,0,110,0,0,0,7,3924,253,0,42076,0,0,483,301,1438,12834,771,0,0,0,953,0,0
2025-01-01 09:00:00,360,0,0,0,1869,0,110,0,0,0,105,3786,315,0,42463,0,0,1041,298,1439,13282,409,0,0,0,788,0,0
2025-01-01 09:30:00,359,0,0,0,1841,0,110,0,0,0,104,3697,263,0,42252,0,0,2084,303,1439,13507,409,0,0,0,788,0,0
2025-01-01 10:00:00,360,0,0,0,1858,0,110,0,0,0,2,3549,226,0,42302,0,0,3296,307,1438,13497,383,0,0,0,207,0,0
2025-01-01 10:30:00,357,0,0,0,1822,0,111,0,0,0,0,3500,161,0,42034,0,0,4510,306,1436,13587,383,0,0,0,207,0,0
2025-01-01 11:00:00,358,0,0,0,1854,0,111,0,0,0,0,3541,102,0,42262,0,0,5504,300,1438,13784,0,0,0,0,0,0,0
2025-01-01 11:30:00,358,0,0,0,1842,0,111,0,0,0,73,3568,112,0,42703,0,0,6240,298,1437,13899,0,0,0,0,0,0,0
2025-01-01 12:00:00,359,0,0,0,1853,0,110,0,0,0,3,3586,409,0,43441,0,0,6596,296,1437,13952,63,0,0,0,0,0,0
2025-01-01 12:30:00,357,0,0,0,1837,0,110,0,0,0,3,3676,696,0,43331,0,0,6944,296,1438,14161,63,0,0,0,0,0,0
2025-01-01 13:00:00,357,0,0,0,1829,0,111,0,0,0,196,3708,698,0,42607,0,0,7107,294,1438,14270,0,0,0,0,0,0,0
2025-01-01 13:30:00,358,0,0,0,1832,0,111,0,0,0,49,3727,251,0,42125,0,0,6929,297,1438,14349,0,0,0,0,0,0,0
2025-01-01 14:00:00,360,0,0,0,1800,0,110,0,0,0,45,3696,272,0,42445,0,0,6387,295,1437,14424,0,0,0,0,0,0,0
2025-01-01 14:30:00,359,0,0,0,1825,0,111,0,0,0,1,3754,103,0,42545,0,0,5612,295,1438,14467,0,0,0,0,0,0,0
2025-01-01 15:00:00,359,0,0,0,1790,0,110,0,0,0,0,3643,102,0,42143,0,0,4567,295,1438,14557,190,0,0,0,0,0,0
2025-01-01 15:30:00,357,0,0,0,1823,0,110,0,0,0,0,3649,265,0,42691,0,0,3161,294,1437,14484,190,0,0,0,0,0,0
2025-01-01 16:00:00,355,0,0,0,1803,0,111,0,0,0,0,3610,487,0,42666,0,0,1817,296,1436,14506,169,0,0,0,0,0,0
2025-01-01 16:30:00,356,0,0,0,1915,0,111,0,0,0,0,3616,814,0,44008,0,0,829,297,1437,14684,169,0,0,0,0,0,0
2025-01-01 17:00:00,354,0,0,0,2048,0,111,0,0,0,3,3741,567,0,45794,0,0,355,287,1439,14962,153,0,0,0,0,0,0
2025-01-01 17:30:00,356,0,0,0,2116,0,111,0,0,0,188,3894,656,0,46582,0,0,303,299,1437,15428,153,0,0,0,0,0,0
2025-01-01 18:00:00,355,0,0,0,2096,0,111,0,0,0,475,4041,616,0,47197,0,0,290,301,1439,15790,155,0,0,0,0,0,0
2025-01-01 18:30:00,354,0,0,0,1989,0,111,0,0,0,787,4085,550,0,48016,0,0,289,303,1299,16103,155,0,0,0,0,0,0
2025-01-01 19:00:00,353,0,0,0,2213,0,111,0,0,0,592,4072,557,0,48155,0,0,298,305,1125,16131,398,0,0,0,0,0,0
2025-01-01 19:30:00,355,0,0,0,2228,0,110,0,0,0,677,3966,559,0,47975,0,0,149,306,895,16001,398,0,0,0,0,0,0
2025-01-01 20:00:00,355,0,0,0,2250,0,111,0,0,0,440,3926,662,0,48292,0,0,0,304,859,15744,336,0,0,0,0,0,0
2025-01-01 20:30:00,355,0,0,0,2096,0,111,0,0,0,226,3874,572,0,47963,0,0,0,304,901,15291,336,0,0,0,0,0,0
2025-01-01 21:00:00,355,0,0,0,1979,0,111,0,0,0,229,3834,486,0,48203,0,0,0,299,807,14651,421,0,0,0,0,0,0
2025-01-01 21:30:00,355,0,0,0,1964,0,111,0,0,0,219,3805,392,0,48009,0,0,0,305,679,14097,421,0,0,0,0,0,0
2025-01-01 22:00:00,355,0,0,0,2133,0,110,0,0,0,161,3696,454,0,47902,0,0,0,304,654,13428,670,0,0,0,0,0,0
2025-01-01 22:30:00,355,0,0,0,2172,0,110,0,0,0,215,3669,469,0,48169,0,0,0,306,701,12952,670,0,0,0,0,0,0
2025-01-01 23:00:00,354,0,0,0,2207,0,110,0,0,0,136,3627,445,0,47663,0,0,0,306,676,12412,910,0,79,0,0,0,0
2025-01-01 23:30:00,355,0,0,0,2158,0,110,0,0,0,1,3656,436,0,47380,0,0,0,306,580,12107,910,0,79,0,0,0,0
2025-01-02 00:00:00,356,0,0,0,1974,0,110,0,0,0,2,3722,499,0,46065,0,0,0,302,550,11699,501,0,208,0,0,0,0
2025-01-02 00:30:00,356,0,0,0,1992,0,110,0,0,0,3,3646,530,0,44282,0,0,0,298,577,11210,501,0,208,0,0,0,0
2025-01-02 01:00:00,356,0,0,0,1832,0,111,0,0,0,0,3702,668,0,44830,0,0,0,300,597,10959,192,0,184,0,0,0,0
2025-01-02 01:30:00,356,0,0,0,1866,0,110,0,0,0,0,3650,665,0,44732,0,0,0,302,536,10671,192,0,184,0,0,0,0
2025-01-02 02:00:00,357,0,0,0,1841,0,111,0,0,0,0,3618,508,0,45278,0,0,0,293,544,10447,101,0,199,0,0,0,0
2025-01-02 02:30:00,358,0,0,0,1881,0,110,0,0,0,0,3588,542,0,44743,0,0,0,296,533,10224,101,0,199,0,0,0,0
2025-01-02 03:00:00,357,0,0,0,1888,0,111,0,0,0,0,3584,559,0,45123,0,0,0,300,488,10019,0,0,71,0,0,0,0
2025-01-02 03:30:00,357,0,0,0,1887,0,111,0,0,0,0,3546,470,0,44715,0,0,0,298,445,9829,0,0,71,0,0,0,0
2025-01-02 04:00:00,358,0,0,0,1886,0,110,0,0,0,0,3495,455,0,45443,0,0,0,297,347,9539,0,0,0,0,0,0,0
2025-01-02 04:30:00,358,0,0,0,1878,0,111,0,0,0,0,3440,494,0,46215,0,0,0,299,327,9166,0,0,0,0,0,0,0
2025-01-02 05:00:00,358,0,0,0,1891,0,110,0,0,0,0,3409,563,0,47480,0,0,0,304,290,8884,0,0,0,0,0,0,0
2025-01-02 05:30:00,357,0,0,0,1875,0,111,0,0,0,0,3419,627,0,48657,0,0,0,298,244,8565,0,0,0,0,0,0,0
2025-01-02 06:00:00,358,0,0,0,1893,0,110,0,0,0,289,3577,1095,0,49644,0,0,0,298,275,7999,0,0,156,0,0,0,0
2025-01-02 06:30:00,357,0,0,0,2026,0,110,0,0,0,347,3834,1642,0,50129,0,0,0,295,271,7357,0,0,156,0,0,0,0
2025-01-02 07:00:00,357,0,0,0,2380,0,110,0,0,0,347,4161,1949,0,50681,0,0,0,296,313,6735,0,0,16,0,0,0,0
2025-01-02 07:30:00,359,0,0,0,2558,0,110,0,0,0,403,4314,2368,0,51239,0,0,147,295,259,6157,0,0,16,0,0,0,0
2025-01-02 08:00:00,355,0,0,0,3078,0,110,0,0,0,794,4500,2508,0,51262,0,0,328,293,240,5893,0,0,0,0,0,0,0
2025-01-02 08:30:00,354,0,0,0,3427,0,109,0,0,0,1432,4621,2670,0,51379,0,0,427,294,292,5809,0,0,0,0,0,0,0
2025-01-02 09:00:00,353,0,0,0,3874,0,110,0,0,0,1823,4759,2663,0,51600,0,0,728,293,301,5616,0,26,0,0,0,0,0
2025-01-02 09:30:00,355,0,0,0,4078,0,110,0,0,0,1774,4804,2787,0,51660,0,0,1232,292,286,5400,0,26,0,0,0,0,0
2025-01-02 10:00:00,354,0,0,0,4312,0,110,0,0,0,1722,4911,2895,0,51921,0,0,1834,289,224,5136,0,0,0,0,0,0,0
2025-01-02 10:30:00,352,0,0,0,4690,0,110,0,0,0,1552,4889,2823,0,51929,0,0,2358,289,138,4758,0,0,0,0,0,0,0
2025-01-02 11:00:00,349,0,0,0,4740,0,110,0,0,0,1084,4644,2707,0,51819,0,0,2766,291,123,4339,81,0,0,0,0,0,0
2025-01-02 11:30:00,352,0,0,0,4747,0,110,0,0,0,1019,4735,2831,0,52171,0,0,2824,291,129,3968,81,0,0,0,0,0,0
2025-01-02 12:00:00,347,0,0,0,4741,0,110,0,0,0,1489,4808,2773,0,52325,0,0,2936,288,177,3613,356,0,0,446,0,0,0
2025-01-02 12:30:00,345,0,0,0,4736,0,110,0,0,0,1805,4900,2704,0,52370,0,0,2960,290,250,3290,356,0,0,446,0,0,0
2025-01-02 13:00:00,349,0,0,0,4763,0,110,0,0,0,2519,4968,2840,0,52504,0,0,2759,294,219,3182,186,0,0,308,0,0,0
2025-01-02 13:30:00,349,0,0,0,4835,0,111,0,0,0,2241,4938,2557,0,52549,0,0,2704,295,279,3081,186,0,0,308,0,0,0
2025-01-02 14:00:00,348,0,0,0,4746,0,111,0,0,0,1472,4895,2014,0,52672,0,0,2497,294,289,3020,0,0,0,963,0,0,0
2025-01-02 14:30:00,347,0,0,0,4706,0,111,0,0,0,1417,4888,2324,0,52930,0,0,2159,292,251,2808,0,0,0,963,0,0,0
2025-01-02 15:00:00,353,0,0,0,4639,0,111,0,0,0,1469,5069,2878,0,53122,0,0,1661,294,210,2727,0,0,0,1323,0,0,0
2025-01-02 15:30:00,350,0,0,0,4613,0,111,0,0,0,1939,5220,3004,0,53139,0,0,1203,291,288,2634,0,0,0,1323,0,0,0
2025-01-02 16:00:00,349,0,0,0,4892,0,111,0,0,0,2883,5470,3382,0,53033,0,0,711,297,311,2376,0,0,0,854,0,0,0
2025-01-02 16:30:00,349,0,0,0,4938,0,111,0,0,0,3242,5608,3684,0,53047,0,0,434,304,300,2509,0,0,0,854,0,0,0
2025-01-02 17:00:00,349,0,0,0,4954,0,110,0,0,0,2887,5634,3652,0,53055,0,0,300,300,343,2538,0,0,0,0,0,0,0
2025-01-02 17:30:00,352,0,0,0,4939,0,110,0,0,0,3219,5654,3879,0,53131,0,0,288,294,331,2623,0,0,0,0,0,0,0
2025-01-02 18:00:00,352,0,0,0,4973,0,110,0,0,0,3155,5802,3826,0,53226,0,0,293,296,313,2706,322,259,0,0,0,0,0
2025-01-02 18:30:00,353,0,0,0,4918,0,110,0,0,0,3283,5848,3818,0,53198,0,0,293,298,295,2855,322,259,0,0,0,0,0
2025-01-02 19:00:00,358,0,0,0,5036,0,110,0,0,0,2940,5922,3816,0,53228,0,0,286,297,277,3004,684,86,0,0,0,0,0
2025-01-02 19:30:00,358,0,0,0,4973,0,110,0,0,0,2321,5921,3605,0,53211,0,0,142,299,260,3065,684,86,0,0,0,0,0
2025-01-02 20:00:00,357,0,0,0,4778,0,110,0,0,0,2226,5787,3379,0,53237,0,0,0,295,231,3070,657,0,0,0,0,0,0
2025-01-02 20:30:00,358,0,0,0,4595,0,110,0,0,0,1145,5710,3043,0,53215,0,0,0,302,192,3022,657,0,0,0,0,0,0
2025-01-02 21:00:00,358,0,0,0,4333,0,110,0,0,0,1698,5295,3105,0,52767,0,0,0,293,178,2964,523,0,10,0,0,0,0
2025-01-02 21:30:00,360,0,0,0,4057,0,110,0,0,0,1523,5248,2628,0,52334,0,0,0,297,181,2925,523,0,10,0,0,0,0
2025-01-02 22:00:00,360,0,0,0,3901,0,110,0,0,0,1235,5065,2260,0,52307,0,0,0,297,181,2861,932,0,517,0,0,0,0
2025-01-02 22:30:00,359,0,0,0,3840,0,110,0,0,0,1587,5093,2118,0,52241,0,0,0,297,198,2799,932,0,517,0,0,0,0
2025-01-02 23:00:00,360,0,0,0,3202,0,110,0,0,0,1236,5054,1902,0,52233,0,0,0,294,206,2784,1118,0,731,0,0,0,0
2025-01-02 23:30:00,358,0,0,0,2998,0,110,0,0,0,680,5083,1994,0,52176,0,0,0,296,214,2727,1118,0,731,0,0,0,0
2025-01-03 00:00:00,358,0,0,0,2577,0,110,0,0,0,357,5125,2304,0,52170,0,0,0,297,199,2684,559,0,522,0,0,0,0
2025-01-03 00:30:00,358,0,0,0,1959,0,110,0,0,0,301,4996,2050,0,52044,0,0,0,297,197,2543,559,0,522,0,0,0,0
2025-01-03 01:00:00,358,0,0,0,1913,0,110,0,0,0,304,4960,2008,0,52138,0,0,0,297,210,2470,456,0,601,0,0,0,0
2025-01-03 01:30:00,357,0,0,0,1864,0,109,0,0,0,378,4874,1868,0,52131,0,0,0,296,226,2457,456,0,601,0,0,0,0
2025-01-03 02:00:00,359,0,0,0,1857,0,110,0,0,0,328,4878,1761,0,52338,0,0,0,295,245,2414,663,0,694,0,0,0,0
2025-01-03 02:30:00,359,0,0,0,1884,0,110,0,0,0,238,4855,1528,0,52281,0,0,0,294,212,2331,663,0,694,0,0,0,0
2025-01-03 03:00:00,359,0,0,0,1842,0,110,0,0,0,159,4794,1205,0,52012,0,0,0,298,299,2319,540,0,475,0,0,0,0
2025-01-03 03:30:00,359,0,0,0,1837,0,110,0,0,0,98,4814,1178,0,51550,0,0,0,296,301,2317,540,0,475,0,0,0,0
2025-01-03 04:00:00,359,0,0,0,1853,0,110,0,0,0,64,4781,1134,0,51836,0,0,0,298,323,2272,767,0,340,0,0,0,0
2025-01-03 04:30:00,359,0,0,0,1826,0,110,0,0,0,47,4701,1116,0,52065,0,0,0,299,308,2178,767,0,340,0,0,0,0
2025-01-03 05:00:00,359,0,0,0,1837,0,110,0,0,0,48,4649,1328,0,52160,0,0,0,299,306,2187,802,0,208,0,0,0,0
2025-01-03 05:30:00,358,0,0,0,1844,0,110,0,0,0,63,4618,1529,0,52136,0,0,0,298,323,2145,802,0,208,0,0,0,0
2025-01-03 06:00:00,358,0,0,0,1912,0,110,0,0,0,321,4648,1656,0,52198,0,0,0,296,375,2129,950,0,273,0,0,0,0
2025-01-03 06:30:00,357,0,0,0,1960,0,110,0,0,0,515,4749,1909,0,52931,0,0,0,295,435,2112,950,0,273,0,0,0,0
2025-01-03 07:00:00,357,0,0,0,2409,0,110,0,0,0,456,5209,2189,0,52861,0,0,0,297,475,2228,831,0,209,0,161,0,0
2025-01-03 07:30:00,357,0,0,0,2904,0,109,0,0,0,238,5419,2375,0,52965,0,0,150,293,489,2359,831,0,209,0,161,0,0
2025-01-03 08:00:00,358,0,0,0,3196,0,110,0,0,0,607,5588,2827,0,52879,0,0,335,294,460,2383,1003,0,452,0,0,0,0
2025-01-03 08:30:00,356,0,0,0,3177,0,110,0,0,0,1152,5777,2890,0,53083,0,0,443,294,466,2308,1003,0,452,0,0,0,0
2025-01-03 09:00:00,357,0,0,0,3019,0,110,0,0,0,1862,6143,3331,0,53244,0,0,832,293,487,2317,1171,31,453,0,0,0,0
2025-01-03 09:30:00,360,0,0,0,3129,0,110,0,0,0,1858,6176,3337,0,53203,0,0,1562,292,488,2197,1171,31,453,0,0,0,0
2025-01-03 10:00:00,359,0,0,0,3132,0,110,0,0,0,1134,6107,3010,0,52960,0,0,2424,298,548,2221,1149,0,485,0,0,0,0
2025-01-03 10:30:00,356,0,0,0,3123,0,110,0,0,0,606,5936,2705,0,52955,0,0,3319,297,584,2160,1149,0,485,0,0,0,0
2025-01-03 11:00:00,357,0,0,0,3132,0,110,0,0,0,431,5615,2430,0,53076,0,0,4217,293,547,2046,1141,0,513,0,0,0,0
2025-01-03 11:30:00,356,0,0,0,2792,0,111,0,0,0,388,5548,2190,0,53050,0,0,4726,292,524,1950,1141,0,513,0,0,0,0
2025-01-03 12:00:00,358,0,0,0,2733,0,110,0,0,0,525,5372,1902,0,52890,0,0,4960,293,517,1961,947,0,454,585,0,0,0
2025-01-03 12:30:00,358,0,0,0,2574,0,110,0,0,0,535,5387,1846,0,52898,0,0,5479,295,480,2046,947,0,454,585,0,0,0
2025-01-03 13:00:00,357,0,0,0,2341,0,110,0,0,0,352,5269,1649,0,52612,0,0,5536,299,486,2178,737,0,392,554,0,0,0
2025-01-03 13:30:00,357,0,0,0,2232,0,110,0,0,0,204,5206,1326,0,52317,0,0,5348,297,458,2408,737,0,392,554,0,0,0
2025-01-03 14:00:00,356,0,0,0,2270,0,111,0,0,0,104,5127,1333,0,51848,0,0,4743,298,394,2560,626,0,450,420,0,0,0
2025-01-03 14:30:00,356,0,0,0,2237,0,110,0,0,0,110,5089,1349,0,51608,0,0,4091,295,393,2567,626,0,450,420,0,0,0
2025-01-03 15:00:00,357,0,0,0,2331,0,110,0,0,0,289,5123,1387,0,51898,0,0,3125,300,421,2608,395,0,307,395,0,0,0
2025-01-03 15:30:00,360,0,0,0,2451,0,110,0,0,0,395,5257,1723,0,51945,0,0,2060,303,451,2604,395,0,307,395,0,0,0
2025-01-03 16:00:00,357,0,0,0,2634,0,111,0,0,0,1447,5687,2569,0,52109,0,0,1180,297,444,2506,321,0,218,78,0,0,0
2025-01-03 16:30:00,357,0,0,0,2704,0,111,0,0,0,2397,5919,2852,0,52319,0,0,583,291,421,2493,321,0,218,78,0,0,0
2025-01-03 17:00:00,357,0,0,0,2724,0,111,0,0,0,2815,6117,3240,0,52996,0,0,323,290,420,2536,508,0,369,0,0,0,0
2025-01-03 17:30:00,358,0,0,0,2763,0,111,0,0,0,3881,6259,4048,0,53065,0,0,313,289,464,2566,508,0,369,0,0,0,0
2025-01-03 18:00:00,357,0,0,0,2727,0,313,0,0,0,3868,6472,4216,0,52877,0,0,306,287,458,2701,659,233,818,0,0,0,0
2025-01-03 18:30:00,355,0,0,0,2798,0,823,0,0,0,3946,6484,4309,0,52886,0,0,307,288,480,2802,659,233,818,0,0,0,0
2025-01-03 19:00:00,355,0,0,0,2826,0,860,0,0,0,3315,6501,4070,0,52918,0,0,306,289,514,2869,831,536,991,0,0,0,0
2025-01-03 19:30:00,353,0,0,0,2697,0,864,0,0,0,2894,6487,3742,0,52999,0,0,152,290,531,2977,831,536,991,0,0,0,0
2025-01-03 20:00:00,354,0,0,0,2569,0,749,0,0,0,2621,6453,3983,0,53225,0,0,0,289,530,3108,764,185,892,0,0,0,0
2025-01-03 20:30:00,354,0,0,0,2538,0,149,0,0,0,1899,6361,3704,0,53306,0,0,0,286,546,3127,764,185,892,0,0,0,0
2025-01-03 21:00:00,356,0,0,0,2216,0,110,0,0,0,1517,6182,3722,0,53322,0,0,0,288,533,3113,821,0,997,0,0,0,0
2025-01-03 21:30:00,359,0,0,0,2095,0,110,0,0,0,1367,6074,3499,0,53265,0,0,0,291,513,3081,821,0,997,0,0,0,0
2025-01-03 22:00:00,360,0,0,0,2235,0,110,0,0,0,1514,5994,3584,0,53289,0,0,0,295,543,3067,655,0,968,0,0,0,0
2025-01-03 22:30:00,358,0,0,0,2281,0,110,0,0,0,1995,5975,3678,0,53271,0,0,0,295,553,3036,655,0,968,0,0,0,0
2025-01-03 23:00:00,357,0,0,0,2270,0,110,0,0,0,1464,5857,3334,0,53101,0,0,0,297,603,2987,676,39,1118,0,0,0,0
2025-01-03 23:30:00,358,0,0,0,2247,0,110,0,0,0,1217,5733,3360,0,52814,0,0,0,302,641,2947,676,39,1118,0,0,0,0
2025-01-04 00:00:00,358,0,0,0,2028,0,110,0,0,0,1589,5709,3531,0,52643,0,0,0,300,669,2785,177,36,908,0,0,0,0
2025-01-04 00:30:00,358,0,0,0,1863,0,110,0,0,0,976,5565,3019,0,52521,0,0,0,295,635,2675,177,36,908,0,0,0,0
2025-01-04 01:00:00,355,0,0,0,1872,0,110,0,0,0,837,5560,2375,0,52555,0,0,0,297,595,2654,218,0,734,0,0,0,0
2025-01-04 01:30:00,358,0,0,0,1862,0,109,0,0,0,759,5422,2126,0,51903,0,0,0,298,547,2679,218,0,734,0,0,0,0
2025-01-04 02:00:00,357,0,0,0,1917,0,110,0,0,0,1427,5460,2794,0,49743,0,0,0,295,618,2614,143,0,418,532,0,0,0
2025-01-04 02:30:00,352,0,0,0,1968,0,126,0,0,0,1332,5412,2644,0,49526,0,0,0,293,562,2688,143,0,418,532,0,0,0
2025-01-04 03:00:00,351,0,0,0,2073,0,430,0,0,0,1534,5450,2560,0,49522,0,0,0,294,494,2764,0,0,0,919,0,0,0
2025-01-04 03:30:00,351,0,0,0,2101,0,441,0,0,0,1977,5404,2581,0,49656,0,0,0,295,454,2847,0,0,0,919,0,0,0
2025-01-04 04:00:00,354,0,0,0,2106,0,443,0,0,0,2212,5453,2097,0,49384,0,0,0,292,497,2870,0,0,0,1236,0,0,0
2025-01-04 04:30:00,356,0,0,0,2081,0,441,0,0,0,2227,5473,2073,0,49476,0,0,0,293,511,2973,0,0,0,1236,0,0,0
2025-01-04 05:00:00,357,0,0,0,2110,0,441,0,0,0,1835,5548,2588,0,49601,0,0,0,295,515,3034,0,0,0,1389,0,0,0
2025-01-04 05:30:00,357,0,0,0,2226,0,441,0,0,0,1218,5495,2846,0,49691,0,0,0,298,494,3085,0,0,0,1389,0,0,0
2025-01-04 06:00:00,357,0,0,0,2537,0,441,0,0,0,950,5565,3409,0,49594,0,0,0,298,482,3136,0,0,0,918,0,0,0
2025-01-04 06:30:00,360,0,0,0,3174,0,439,0,0,0,962,5742,3551,0,49455,0,0,0,296,469,3187,0,0,0,918,0,0,0
2025-01-04 07:00:00,359,0,0,0,3584,0,439,0,0,0,787,5960,3732,0,49283,0,0,0,295,478,3253,0,0,0,1250,0,0,0
2025-01-04 07:30:00,362,0,0,0,3886,0,440,0,0,0,941,6170,4062,0,49558,0,0,155,295,539,3351,0,0,0,1250,0,0,0
2025-01-04 08:00:00,360,0,0,0,4560,0,440,0,0,0,916,6453,4189,0,49531,0,0,354,296,555,3492,0,0,0,1430,0,0,0
2025-01-04 08:30:00,358,0,0,0,5340,0,440,0,0,0,1134,6423,4190,0,49598,0,0,477,294,630,3565,0,0,0,1430,0,0,0
2025-01-04 09:00:00,358,0,0,0,5545,0,186,0,0,0,1140,6399,4328,0,49812,0,0,893,294,663,3546,0,0,0,1183,0,0,0
2025-01-04 09:30:00,359,0,0,0,5546,0,110,0,0,0,1361,6422,4145,0,49939,0,0,1554,292,688,3552,0,0,0,1183,0,0,0
2025-01-04 10:00:00,358,0,0,0,5633,0,109,0,0,0,1386,6491,3766,0,49972,0,0,2265,292,669,3492,148,0,0,1352,0,0,0
2025-01-04 10:30:00,357,0,0,0,5655,0,110,0,0,0,1212,6413,3424,0,49953,0,0,2983,293,636,3372,148,0,0,1352,0,0,0
2025-01-04 11:00:00,357,0,0,0,5734,0,110,0,0,0,1181,6261,3377,0,50033,0,0,3401,293,599,3226,187,0,0,1465,0,0,0
2025-01-04 11:30:00,360,0,0,0,5811,0,110,0,0,0,1242,6253,3296,0,50106,0,0,3430,292,519,3138,187,0,0,1465,0,0,0
2025-01-04 12:00:00,351,0,0,0,5848,0,110,0,0,0,1351,6240,3562,0,50164,0,0,3371,292,558,3030,149,0,0,1432,0,0,0
2025-01-04 12:30:00,358,0,0,0,5901,0,110,0,0,0,1690,6226,3622,0,50192,0,0,3322,293,627,3129,149,0,0,1432,0,0,0
2025-01-04 13:00:00,358,0,0,0,6008,0,110,0,0,0,1708,6366,3415,0,50226,0,0,3217,291,659,3350,28,0,0,1367,0,0,0
2025-01-04 13:30:00,357,0,0,0,6084,0,110,0,0,0,1521,6351,3261,0,50192,0,0,3029,291,611,3619,28,0,0,1367,0,0,0
2025-01-04 14:00:00,357,0,0,0,6163,0,111,0,0,0,1786,6480,3531,0,50205,0,0,2775,289,555,3749,0,0,0,1401,0,0,0
2025-01-04 14:30:00,359,0,0,0,6145,0,110,0,0,0,2038,6589,3578,0,49996,0,0,2507,289,851,3994,0,0,0,1401,0,0,0
2025-01-04 15:00:00,357,0,0,0,6254,0,111,0,0,0,2844,6713,3836,0,49686,0,0,2003,296,984,4484,0,0,0,1496,0,0,0
2025-01-04 15:30:00,358,0,0,0,6279,0,110,0,0,0,2799,6846,3863,0,49475,0,0,1429,294,1059,4976,0,0,0,1496,0,0,0
2025-01-04 16:00:00,358,0,0,0,6180,0,110,0,0,0,2624,6810,3674,0,49354,0,0,933,293,960,5732,0,0,0,1461,0,0,0
2025-01-04 16:30:00,359,0,0,0,6189,0,111,0,0,0,2801,6848,3892,0,49409,0,0,564,296,939,6311,0,0,0,1461,0,0,0
2025-01-04 17:00:00,357,0,0,0,6190,0,110,0,0,0,2506,6821,3675,0,49675,0,0,340,296,990,6736,0,0,0,1306,0,0,0
2025-01-04 17:30:00,357,0,0,0,6205,0,110,0,0,0,2543,6877,3732,0,50373,0,0,310,296,989,7225,0,0,0,1306,0,0,0
2025-01-04 18:00:00,357,0,0,0,6169,0,110,0,0,0,2769,6855,3806,0,51221,0,0,307,292,975,7713,0,0,0,1257,0,0,0
2025-01-04 18:30:00,357,0,0,0,6137,0,111,0,0,0,2399,6741,3717,0,51575,0,0,309,292,1042,8081,0,0,0,1257,0,0,0
2025-01-04 19:00:00,357,0,0,0,6146,0,110,0,0,0,2587,6743,3872,0,51639,0,0,308,289,1065,8464,0,0,0,704,0,0,0
